id;X;Y;Z;dhid;V
42;138.7241254;258.1045736;79.30665714;0;4.021531624
43;138.5985183;257.7757398;23.03855921;0;0.778111481
44;138.584936;257.7401821;16.95414318;0;0.822257388
45;138.678562;257.9852908;58.89569382;0;4.171898939
46;138.6421281;257.8899085;42.57442426;0;1.344525878
47;138.6335239;257.867383;38.72000133;0;1.949097872
48;138.5883776;257.7491921;18.49587144;0;0.41256712
49;138.5777022;257.7212443;13.71361465;0;0.335881054
50;138.5936764;257.7630641;20.86956198;0;0.946861538
51;138.6004357;257.7807597;23.89752806;0;0.992169595
52;138.6933829;258.0240913;65.53499132;0;5.199917304
53;138.645909;257.8998066;44.26814407;0;1.587650945
54;138.6740342;257.9734371;56.86735411;0;4.274707225
55;138.7916375;258.2813174;109.55;0;10.94120061
56;138.5583625;257.6706137;5.05;0;0.57656274
57;130.2309426;69.42517702;93.42297155;1;0.735068431
58;130.0479413;69.49140974;77.56935536;1;1.168730798
59;130.0919013;69.47549951;81.37766321;1;0.610304693
60;130.2572576;69.41565298;95.70266876;1;1.148077639
61;130.332947;69.38825908;102.2597355;1;1.04750498
62;130.180063;69.44359162;89.01521067;1;0.647784399
63;129.3122083;69.75768984;13.83193616;1;2.867707209
64;129.9281172;69.53477705;67.18885506;1;1.355372154
65;129.638185;69.63971076;42.07168035;1;0.681637642
66;129.4505378;69.70762493;25.81558826;1;0.800690938
67;129.6823405;69.62372977;45.89692761;1;0.859646487
68;129.7571293;69.59666184;52.37596959;1;0.530255122
69;130.1751176;69.44538148;88.58678507;1;0.528924462
70;129.7947689;69.58303912;55.63673549;1;1.46548906
71;130.0989526;69.47294748;81.98852389;1;1.159517806
72;130.128242;69.46234692;84.52589761;1;0.947933464
73;130.327832;69.39011035;101.8166113;1;1.107523838
74;130.2678707;69.41181183;96.62209492;1;1.210312892
75;129.9934295;69.51113893;72.84693113;1;1.440939186
76;130.2057331;69.43430098;91.23903954;1;0.620920544
77;129.2974751;69.76302214;12.55558399;1;1.138578901
78;130.2288246;69.42594357;93.23948943;1;0.601414064
79;129.5012991;69.68925316;30.21309618;1;1.607863897
80;130.2216709;69.42853268;92.61975412;1;1.252840772
81;130.1950942;69.43815145;90.31738151;1;0.750463377
82;129.9314856;69.53355794;67.48066373;1;1.835067349
83;129.7170843;69.61115514;48.90682055;1;0.968802292
84;129.8559881;69.56088237;60.94022563;1;0.843145099
85;129.7714799;69.59146801;53.61917711;1;0.381353861
86;129.9678655;69.52039115;70.63229659;1;0.684088044
87;130.3883498;69.36820744;107.0593429;1;2.246581292
88;129.3140184;69.75703471;13.98874809;1;2.351263936
89;130.1375581;69.4589752;85.33296084;1;0.644908102
90;129.2143087;69.79312211;5.350786676;1;0.827511026
91;129.7018842;69.61665642;47.59001958;1;0.157962986
92;129.6479793;69.63616594;42.92017569;1;0.521622202
93;129.9292537;69.53436573;67.28730975;1;1.492693103
94;129.3834309;69.7319126;20.00203637;1;0.518170456
95;129.8725884;69.55487433;62.3783244;1;0.562861643
96;130.0911279;69.47577945;81.31065647;1;0.833570882
97;129.2477776;69.7810089;8.250232081;1;0.90056636
98;130.1438125;69.45671158;85.87478638;1;0.769788229
99;129.5496352;69.67175913;34.40050805;1;1.155880331
100;129.7767515;69.58956006;54.075867;1;0.644395476
101;129.2954092;69.76376984;12.37661357;1;0.946870603
102;130.0431506;69.49314361;77.15433274;1;1.677886428
103;130.0643496;69.48547116;78.99082602;1;0.89162158
104;129.4014408;69.72539436;21.56225558;1;1.196393108
105;129.9179258;69.53846559;66.30595919;1;1.118807715
106;130.1866763;69.44119811;89.58812606;1;1.012783211
107;129.8862891;69.54991571;63.56523141;1;0.884629328
108;129.7667839;69.59316759;53.21235988;1;0.857653467
109;129.9266994;69.5352902;67.06602769;1;1.233472804
110;130.2407929;69.42161194;94.27631783;1;1.867912543
111;129.9177502;69.53852916;66.29074235;1;1.253141206
112;130.4170999;69.35780205;109.55;1;0.951847642
113;129.2108367;69.79437872;5.05;1;0.70777848
114;202.462445;71.91141514;8.038730551;2;1.8086174
115;201.5782093;71.67168365;55.60191392;2;0.234328679
116;200.7016931;71.43404507;102.7498609;2;0.873143411
117;202.4878222;71.91829534;6.673686732;2;2.08512826
118;202.4484604;71.90762368;8.790962973;2;3.426159222
119;200.6075681;71.40852617;107.8128589;2;2.550027177
120;201.446556;71.6359902;62.68356199;2;0.079365145
121;202.1660977;71.8310703;23.97929926;2;1.550413018
122;202.4748555;71.91477985;7.371165631;2;1.819837448
123;200.8035556;71.46166173;97.27066194;2;1.372311627
124;200.9965011;71.51397257;86.89209181;2;0.080455279
125;200.6989313;71.4332963;102.8984185;2;1.378857152
126;201.5350104;71.65997169;57.92558892;2;0.093732368
127;201.7595226;71.72084081;45.84904062;2;0.163384393
128;201.3973642;71.62265345;65.3295993;2;0.047815959
129;201.7583869;71.72053291;45.91012743;2;0.231753549
130;202.079556;71.80760737;28.63439068;2;0.760601701
131;201.7119237;71.70793593;48.40939397;2;0.368977004
132;202.1912278;71.8378835;22.62754811;2;1.349748129
133;201.6776643;71.69864763;50.25221047;2;0.211701881
134;202.342899;71.87900419;14.46912566;2;1.857102005
135;202.32331;71.87369327;15.52282109;2;1.041255731
136;202.0682988;71.80455536;29.23991552;2;0.79167373
137;201.7828724;71.72717135;44.59304889;2;0.536847283
138;200.7647121;71.4511306;99.36005851;2;1.460290284
139;202.2915043;71.86507018;17.2336591;2;1.085835821
140;200.9029475;71.4886086;91.92435293;2;0.457933767
141;200.7372565;71.44368691;100.8369016;2;1.153226166
142;201.4046551;71.62463013;64.93742218;2;0.128195127
143;201.0577134;71.53056829;83.59946965;2;0.369164364
144;202.0453234;71.79832631;30.47576958;2;0.213590311
145;202.0691457;71.80478496;29.19436193;2;0.650886962
146;200.7588537;71.44954228;99.67518421;2;1.350632346
147;202.2702713;71.85931356;18.37578262;2;1.001290687
148;201.6375551;71.68777334;52.40969021;2;0.245689407
149;201.401566;71.62379264;65.10358197;2;0.054618071
150;201.9341771;71.76819264;36.45434647;2;0.599844808
151;202.4579147;71.91018691;8.2824146;2;2.740547491
152;201.0278723;71.52247784;85.20463085;2;0.218007667
153;201.6080063;71.67976213;53.99912813;2;0.15509848
154;201.0515909;71.52890838;83.9287985;2;0.194544488
155;201.2609107;71.58565857;72.66945485;2;0.518373401
156;201.8647136;71.74935991;40.19079705;2;0.639883837
157;202.1654885;71.83090514;24.0120687;2;1.553259506
158;201.8367793;71.74178644;41.69338856;2;0.907306696
159;202.4344364;71.90382155;9.54531373;2;3.351811921
160;201.8266738;71.73904666;42.23696483;2;0.796086138
161;201.0243101;71.52151209;85.39623745;2;0.221121848
162;200.7452445;71.44585261;100.4072215;2;1.680446892
163;200.6112417;71.40952214;107.6152565;2;2.269866152
164;202.0341831;71.79530599;31.07500714;2;0.381800965
165;200.8671017;71.47889019;93.85250341;2;0.736807885
166;201.3624142;71.61317791;67.20956518;2;0.115349662
167;201.1105458;71.54489205;80.75760935;2;0.462421821
168;202.1201018;71.81860004;26.45342362;2;0.769565169
169;200.5752733;71.3997705;109.55;2;2.411717635
170;202.5180077;71.92647916;5.05;2;3.680630122
171;123.3283757;178.9641392;22.63740098;3;12.13602412
172;123.371548;179.0872379;66.18530566;3;3.525668839
173;123.3679021;179.0768422;62.50768322;3;3.848681251
174;123.3874635;179.1326182;82.23924499;3;4.787159182
175;123.3270551;178.960374;21.30540183;3;9.986790597
176;123.3999156;179.1681233;94.79968517;3;3.950638628
177;123.39805;179.1628038;92.91784012;3;3.905875805
178;123.3533375;179.0353138;47.81642942;3;3.627725879
179;123.3185132;178.9360181;12.6891534;3;7.816605858
180;123.411972;179.2025002;106.9610158;3;6.348434234
181;123.338094;178.9918496;32.44034012;3;8.201393881
182;123.4106752;179.1988025;105.6528927;3;4.952403027
183;123.3857367;179.1276947;80.49749268;3;5.674173603
184;123.3125917;178.9191339;6.716116681;3;8.34177975
185;123.3800343;179.1114352;74.74546301;3;3.337481687
186;123.3417791;179.0023568;36.15741108;3;6.887568756
187;123.3541719;179.037693;48.65810455;3;5.720346812
188;123.4024266;179.1752832;97.33258826;3;4.166518278
189;123.3231111;178.9491281;17.3270145;3;14.44145904
190;123.3270642;178.9603998;21.31453507;3;9.829269811
191;123.3330821;178.977559;27.38482802;3;13.05716669
192;123.3399686;178.9971945;34.33119447;3;9.834880647
193;123.3425381;179.0045211;36.92305778;3;6.273969779
194;123.3447236;179.0107527;39.12759394;3;6.720116087
195;123.3456652;179.0134375;40.07737617;3;6.834633037
196;123.4082664;179.1919342;103.2231283;3;4.521198438
197;123.3689061;179.079705;63.52045909;3;2.969746927
198;123.3635776;179.0645117;58.14560757;3;3.443080386
199;123.3881785;179.1346569;82.9604877;3;3.510716604
200;123.3298448;178.9683283;24.11934489;3;9.658746426
201;123.3802179;179.1119586;74.93062591;3;3.537064027
202;123.3228649;178.9484262;17.07868298;3;14.83089196
203;123.3733347;179.0923325;67.9875954;3;3.866912685
204;123.3417265;179.0022068;36.10435705;3;5.488170412
205;123.3288651;178.9655348;23.13111907;3;8.85466159
206;123.3369921;178.9887075;31.32878065;3;11.49363208
207;123.4088844;179.1936965;103.8465746;3;6.25166132
208;123.3927342;179.1476467;87.55581478;3;3.76267301
209;123.4121105;179.2028952;107.10074;3;5.672896995
210;123.3970496;179.1599516;91.90882105;3;3.620843745
211;123.3449506;179.0113999;39.35653044;3;6.079130485
212;123.4103878;179.197983;105.3629705;3;5.175688497
213;123.3752666;179.0978409;69.93629672;3;3.265494567
214;123.3130476;178.9204339;7.176010844;3;10.05023
215;123.3819835;179.116993;76.71162704;3;3.974631951
216;123.4027823;179.1762972;97.6913319;3;4.20010728
217;123.3140999;178.9234342;8.237410302;3;8.948049971
218;123.3710957;179.0859481;65.72904399;3;2.922469423
219;123.3122913;178.9182773;6.413090287;3;11.05384516
220;123.3441815;179.0092069;38.58074625;3;8.023388301
221;123.3685672;179.0787387;63.17860804;3;3.065338794
222;123.3669643;179.0741681;61.56170188;3;3.997486688
223;123.3661629;179.0718831;60.75334957;3;3.71621465
224;123.3161805;178.9293668;10.33614795;3;10.94052088
225;123.3358356;178.9854101;30.16228278;3;13.51283653
226;123.4145387;179.2098186;109.55;3;3.645500492
227;123.3109399;178.9144242;5.05;3;11.12076284
228;53.56183201;175.5981355;92.13731593;4;4.695443891
229;53.57575784;175.7990627;102.648827;4;0.584123845
230;53.57245112;175.751352;100.1528422;4;2.105726345
231;53.47718762;174.3768544;28.24596019;4;5.327333178
232;53.5254212;175.0727867;64.65367604;4;3.728887191
233;53.52631885;175.0857383;65.33124221;4;5.095043063
234;53.52584276;175.0788691;64.97187963;4;4.232143733
235;53.45371072;174.038121;10.52511125;4;8.538571246
236;53.53766077;175.2493838;73.89235794;4;6.993431058
237;53.49544119;174.6402239;42.02414148;4;3.196302659
238;53.52221703;175.0265558;62.23510523;4;3.294987148
239;53.46398879;174.1864169;18.28321324;4;6.968502779
240;53.49136602;174.5814258;38.94811762;4;4.429063593
241;53.5839302;175.9169766;108.8174954;4;0.165328932
242;53.49141795;174.582175;38.98731392;4;4.300266844
243;53.44825971;173.9594717;6.410568159;4;11.39599828
244;53.53388721;175.1949374;71.04399648;4;7.306129706
245;53.58042572;175.8664127;106.172243;4;0.320648147
246;53.50611415;174.7942173;50.08031079;4;4.109659908
247;53.51626227;174.9406383;57.74032816;4;3.169916417
248;53.46181368;174.1550335;16.64139223;4;7.608943184
249;53.46523954;174.204463;19.22729867;4;7.589940006
250;53.50595261;174.7918866;49.95838173;4;3.799585197
251;53.54169648;175.3076126;76.93860157;4;3.766181343
252;53.54740396;175.3899622;81.24672432;4;7.485409606
253;53.56067532;175.5814464;91.26422257;4;3.836629358
254;53.56516385;175.6462085;94.65225824;4;2.100891523
255;53.51173429;174.8753068;54.32250958;4;4.091445892
256;53.56380068;175.6265403;93.62331378;4;2.444017905
257;53.52324326;175.0413625;63.00972176;4;3.334145154
258;53.50009109;174.7073144;45.53398119;4;5.315028384
259;53.48192391;174.4451914;31.82101254;4;4.04460553
260;53.47352777;174.3240488;25.48343361;4;5.084613206
261;53.57263938;175.7540683;100.2949443;4;1.830223582
262;53.47686254;174.3721641;28.00058317;4;4.839760635
263;53.58083587;175.8723304;106.481828;4;0.396080288
264;53.58443384;175.9242432;109.1976514;4;0.27267632
265;53.46150568;174.1505895;16.40890436;4;7.174255935
266;53.52979493;175.1358925;67.95505866;4;6.157284468
267;53.5407727;175.2942839;76.24130813;4;5.631231706
268;53.53154883;175.1611985;69.27894285;4;7.421946845
269;53.58119007;175.877441;106.7491914;4;0.154139668
270;53.4753977;174.3510288;26.89489295;4;3.735089389
271;53.56589996;175.6568294;95.20788986;4;2.078767009
272;53.49098752;174.5759646;38.66241499;4;2.765965108
273;53.45224163;174.0169244;9.416207236;4;10.98697712
274;53.47772506;174.3846088;28.65163159;4;3.941106044
275;53.45979025;174.1258387;15.11406665;4;7.138223396
276;53.49950734;174.6988918;45.0933542;4;3.213941673
277;53.47946679;174.4097392;29.96632937;4;4.034100423
278;53.50782783;174.818943;51.37383628;4;2.84454722
279;53.53490371;175.209604;71.81127611;4;7.231213032
280;53.44839607;173.9614391;6.513495684;4;13.77542799
281;53.47706316;174.3750588;28.15202019;4;5.582052906
282;53.5491046;175.4144997;82.53040516;4;8.098180675
283;53.58490064;175.9309784;109.55;4;0.150606349
284;53.4464572;173.9334645;5.05;4;8.605039323
285;78.67585311;25.89791659;95.73427985;5;1.139780599
286;78.73585747;25.8965128;102.2180094;5;1.19371681
287;78.28497368;25.9070611;53.49807443;5;0.748353988
288;78.40877828;25.90416473;66.87569502;5;1.601376714
289;78.14574945;25.91031821;38.45429692;5;0.515663676
290;78.67057704;25.89804002;95.16417785;5;0.982384406
291;78.03642106;25.91287592;26.64089432;5;0.520472284
292;78.2419623;25.90806734;48.85051;5;0.894559057
293;78.43342935;25.90358802;69.53934882;5;1.064516716
294;78.66679931;25.8981284;94.75597829;5;0.524694518
295;78.63188669;25.89894517;90.9835197;5;0.981132497
296;78.58522205;25.90003687;85.94120352;5;1.835962033
297;78.62056542;25.89921003;89.76020712;5;1.219009367
298;78.000361;25.91371953;22.74444869;5;0.426507828
299;77.87931186;25.91655144;9.664568283;5;0.188201846
300;78.05261277;25.91249712;28.39047771;5;0.352165496
301;78.19877177;25.90907777;44.18358706;5;0.330591032
302;78.31874166;25.90627111;57.14685042;5;0.203185314
303;78.26894513;25.90743608;51.76612129;5;1.325596747
304;78.75823952;25.89598918;104.6364866;5;1.103242488
305;78.25211876;25.90782973;49.94795874;5;0.707218538
306;78.03146794;25.91299179;26.10568758;5;0.229883201
307;78.65780646;25.89833878;93.78426201;5;0.625196698
308;78.72505696;25.89676548;101.0509685;5;1.071359128
309;78.59267517;25.89986251;86.74654571;5;1.032870938
310;78.42556083;25.9037721;68.68912111;5;1.435533918
311;78.39895529;25.90439453;65.8142785;5;0.780381271
312;78.47290011;25.90266461;73.80433428;5;1.859177403
313;78.26787403;25.90746114;51.65038429;5;1.329010777
314;78.12827255;25.91072708;36.56584332;5;0.446289603
315;78.49987522;25.90203354;76.71911145;5;3.778142932
316;78.09708088;25.9114568;33.1954484;5;0.492591186
317;78.15642343;25.91006849;39.60766717;5;0.40267152
318;78.28741021;25.9070041;53.76135206;5;0.605278378
319;78.75919394;25.89596685;104.7396158;5;1.351339134
320;78.75717809;25.89601401;104.5217941;5;1.45158389
321;78.43141734;25.90363509;69.32194307;5;2.497593065
322;78.31006661;25.90647406;56.20947407;5;0.241061722
323;78.43363028;25.90358332;69.56106063;5;1.646448839
324;78.20398335;25.90895584;44.74672089;5;0.371324979
325;78.13416915;25.91058913;37.20299642;5;0.496856241
326;78.47959131;25.90250808;74.52734783;5;1.721602365
327;78.04422234;25.91269341;27.48385576;5;0.268829917
328;78.791216;25.89521771;108.1997368;5;0.935794036
329;78.72807158;25.89669495;101.3767112;5;0.758494772
330;78.54505551;25.90097656;81.60103598;5;1.220067435
331;78.51134123;25.9017653;77.95806342;5;2.842021175
332;77.95729809;25.91472698;18.09131591;5;0.377005234
333;78.63027338;25.89898291;90.80919416;5;1.216732711
334;78.7988713;25.89503861;109.0269252;5;1.463219276
335;78.3979077;25.90441904;65.70108173;5;0.983615938
336;78.01056886;25.91348072;23.84745273;5;0.408946529
337;78.02606143;25.91311828;25.52149084;5;0.689241455
338;78.62780343;25.8990407;90.54230536;5;1.153691562
339;78.12674951;25.91076271;36.40127214;5;0.496919828
340;78.80371215;25.89492536;109.55;5;0.957752213
341;77.83660585;25.91755054;5.05;5;0.185937878
342;35.80474919;85.93542022;63.84825415;6;1.257005722
343;35.66131384;85.64487339;101.4911261;6;1.586191628
344;35.76874668;85.86249248;73.29667744;6;6.656822533
345;35.82072286;85.96777695;59.65615686;6;1.288929764
346;35.84317294;86.01325249;53.76440555;6;2.855405627
347;35.92044938;86.16978591;33.48413675;6;0.570872217
348;35.71868588;85.76108786;86.43452923;6;7.2247108
349;35.63838359;85.59842519;107.5088941;6;1.11025455
350;35.67835765;85.67939782;97.01818483;6;3.171495406
351;35.68647029;85.69583102;94.88912114;6;6.668287649
352;35.63125646;85.58398828;109.3793217;6;0.494384222
353;35.81818838;85.96264304;60.32130039;6;1.654312795
354;35.66975693;85.66197595;99.2753397;6;2.443338392
355;35.93338746;86.19599366;30.08869476;6;0.385215372
356;35.84301076;86.01292398;53.80696653;6;3.258146568
357;36.00153161;86.33402845;12.20508623;6;2.369054663
358;36.00325551;86.33752043;11.75266933;6;1.483928036
359;35.83507591;85.99685092;55.88937129;6;2.065469153
360;35.64906278;85.62005727;104.7062702;6;1.01199481
361;35.65860906;85.63939451;102.2009626;6;1.29867942
362;35.71934324;85.76241943;86.26201221;6;6.186945407
363;35.801774;85.92939359;64.62905552;6;1.545460067
364;35.66182859;85.64591608;101.3560362;6;1.785782873
365;35.95239796;86.23450188;25.09961975;6;0.50565495
366;35.74047354;85.80522158;80.71662145;6;9.385471014
367;35.79056709;85.90669254;67.57017527;6;3.509157208
368;35.95751578;86.24486869;23.75650895;6;0.53178431
369;35.84681354;86.020627;52.80897312;6;2.524372261
370;35.88111128;86.0901015;43.80794607;6;1.401223795
371;35.66714096;85.65667697;99.96186894;6;1.811350207
372;35.80922063;85.9444777;62.67477763;6;1.285637897
373;35.88050429;86.08887197;43.96724306;6;0.889031469
374;35.73405378;85.79221753;82.40140957;6;6.729916227
375;35.8684841;86.06452351;47.1217981;6;2.743704508
376;35.80840661;85.94282879;62.88840901;6;1.444396113
377;35.89880181;86.12593596;39.16527982;6;0.678695022
378;36.02787027;86.3873808;5.292824513;6;0.947105888
379;35.80611768;85.93819228;63.48910874;6;1.050338696
380;35.91285499;86.15440249;35.47719342;6;0.959704025
381;35.78930507;85.90413617;67.90137512;6;2.89691569
382;35.98715198;86.30490066;15.97884531;6;1.369986704
383;36.02082774;86.37311525;7.141050266;6;1.994867887
384;35.65013129;85.62222167;104.4258532;6;1.251876018
385;35.87107193;86.0697655;46.4426522;6;1.287945324
386;35.80957136;85.94518815;62.58273286;6;1.425973911
387;35.87772587;86.08324393;44.69640519;6;1.353646826
388;35.77490899;85.87497504;71.67945359;6;4.685235076
389;35.71728409;85.75824836;86.80241049;6;8.692518962
390;35.71693182;85.75753478;86.89486182;6;9.42930572
391;35.93799715;86.20533117;28.87893873;6;0.480696847
392;35.72864292;85.78125714;83.82142383;6;8.173143602
393;35.75167769;85.82791704;77.77622686;6;7.371248339
394;35.7757582;85.87669523;71.45658734;6;4.906074476
395;35.8307741;85.98813705;57.0183298;6;1.588119065
396;35.94212945;86.21370168;27.79446647;6;0.448662455
397;35.63060611;85.5826709;109.55;6;0.657650892
398;36.02879553;86.38925504;5.05;6;1.196684618
399;79.17644595;194.9713474;34.76628783;7;6.987819856
400;79.21385885;195.0998917;49.8102602;7;8.400611975
401;79.11262205;194.7520593;9.10228525;7;10.5852481
402;79.14937338;194.8783306;23.88023333;7;6.889458136
403;79.27981278;195.3264981;76.33076169;7;23.05944735
404;79.3563964;195.5896264;107.1255332;7;2.538171472
405;79.32555289;195.4836533;94.72315485;7;6.09844615
406;79.35824875;195.5959907;107.8703752;7;2.871094243
407;79.2294714;195.1535338;56.08816666;7;8.837338819
408;79.11242343;194.7513769;9.022419617;7;8.035017354
409;79.10644329;194.7308302;6.617764365;7;7.409750814
410;79.14097521;194.849476;20.50327389;7;7.094875424
411;79.29329387;195.3728169;81.75159702;7;14.11200285
412;79.22548321;195.139831;54.48448967;7;9.673878625
413;79.21499301;195.1037885;50.26631035;7;7.973681307
414;79.18785879;195.0105599;39.35546489;7;2.390438578
415;79.21652804;195.1090626;50.88355794;7;9.133363638
416;79.22935305;195.1531271;56.04057912;7;7.417971765
417;79.14109745;194.8498959;20.55242708;7;4.92402872
418;79.105808;194.7286474;6.362311838;7;7.114685351
419;79.17401237;194.962986;33.787732;7;2.980280747
420;79.14024619;194.8469712;20.21012991;7;7.677811225
421;79.30968296;195.429127;88.34175351;7;10.23902648
422;79.15880676;194.9107421;27.67345736;7;5.85912598
423;79.25595018;195.2445103;66.73545729;7;10.2931195
424;79.18803669;195.0111712;39.42700004;7;2.705134092
425;79.22385711;195.134244;53.83062431;7;10.24675649
426;79.28152437;195.3323789;77.01900247;7;18.55823571
427;79.2365713;195.1779278;58.94308189;7;8.300819732
428;79.17177138;194.9552863;32.88661347;7;4.347169089
429;79.34293746;195.5433837;101.7136056;7;5.395581181
430;79.25788938;195.2511731;67.51521972;7;11.06831437
431;79.19537682;195.0363906;42.37851464;7;2.680363353
432;79.23651672;195.1777403;58.92113373;7;7.091929737
433;79.27835835;195.3215009;75.74592528;7;21.99443022
434;79.11511534;194.7606259;10.10485311;7;9.447096541
435;79.14600869;194.8667701;22.52727002;7;6.162834857
436;79.17419329;194.9636076;33.86048085;7;5.019471132
437;79.1697489;194.9483374;32.07336048;7;4.900759323
438;79.28781141;195.3539801;79.5470627;7;16.85451437
439;79.33999081;195.5332596;100.5287381;7;5.119686627
440;79.28243943;195.3355228;77.38695346;7;18.74341673
441;79.21528257;195.1047833;50.38274549;7;8.838737914
442;79.20566757;195.0717478;46.51649107;7;3.590750863
443;79.17916417;194.9806867;35.85930156;7;3.687960687
444;79.14172356;194.8520472;20.80418948;7;7.488674854
445;79.33137621;195.5036613;97.06475187;7;7.781631076
446;79.26971356;195.2917989;72.26979863;7;18.22203966
447;79.33454362;195.5145439;98.33838564;7;4.251661181
448;79.26006005;195.2586311;68.38806154;7;14.65622062
449;79.20086228;195.0552377;44.58425542;7;1.701839044
450;79.35233164;195.5756605;105.4910639;7;6.510245947
451;79.33444686;195.5142115;98.29947785;7;5.016294094
452;79.12184831;194.7837592;12.81222603;7;7.816381216
453;79.35682023;195.5910826;107.2959562;7;3.19801416
454;79.36242582;195.6103424;109.55;7;3.796344634
455;79.10254441;194.7174343;5.05;7;7.497391976
456;205.5442486;243.723085;50.57760029;8;4.469806685
457;205.9950522;244.1248749;70.60995267;8;13.75225848
458;205.3273065;243.5297299;40.93734876;8;3.206160071
459;204.718344;242.9869769;13.87689118;8;0.336747167
460;205.5170141;243.6988115;49.36737874;8;4.820278223
461;206.540619;244.6111248;94.853292;8;4.35658222
462;204.849374;243.1037607;19.69947066;8;0.534694269
463;205.2842455;243.4913507;39.02384789;8;4.268014641
464;205.1961575;243.4128401;35.10948228;8;2.124910269
465;204.9764664;243.2170349;25.34707085;8;1.042989964
466;204.9430611;243.1872616;23.86264042;8;0.666940985
467;205.5294627;243.7099067;49.92055919;8;4.870404295
468;205.3801908;243.5768644;43.28736723;8;2.47719411
469;204.7375951;243.0041349;14.73235263;8;0.189984039
470;205.0905093;243.3186785;30.41479393;8;1.530465467
471;205.6834322;243.8471358;56.76250034;8;3.705499732
472;205.6277034;243.7974661;54.28607778;8;5.670289468
473;205.7357601;243.8937743;59.08779293;8;5.713072913
474;206.2037776;244.3109066;79.88507747;8;6.490879056
475;205.3832267;243.5795702;43.42227339;8;2.710582763
476;205.1439278;243.3662891;32.78855274;8;1.6930946
477;205.4849193;243.6702062;47.94118386;8;4.045403012
478;204.5677849;242.8527873;7.186498532;8;1.059124964
479;206.4668056;244.5453369;91.57324926;8;3.822266855
480;206.5412853;244.6117187;94.88290108;8;3.877348432
481;204.5915193;242.8739412;8.24118322;8;1.051651661
482;205.6091223;243.7809052;53.46038965;8;3.692720221
483;206.8142456;244.8550014;107.0124316;8;2.121939581
484;206.1095758;244.2269469;75.69903618;8;10.14977181
485;204.5782923;242.8621524;7.653417798;8;0.639322876
486;206.1306088;244.245693;76.63367565;8;8.007217157
487;206.711865;244.7637521;102.4629483;8;2.472304585
488;204.9699027;243.2111849;25.05540049;8;1.737717088
489;205.3862436;243.5822591;43.55633606;8;3.062385394
490;206.5571549;244.6258629;95.58810003;8;2.953140383
491;206.8293043;244.8684228;107.6815955;8;2.798208587
492;205.3109876;243.5151853;40.21218475;8;3.678163691
493;205.8097742;243.9597413;62.37675695;8;8.531977012
494;205.5593951;243.7365847;51.25066517;8;4.373678411
495;205.2488523;243.4598057;37.45108121;8;3.585331792
496;206.5077776;244.5818542;93.39392213;8;3.916836673
497;205.9740608;244.1061658;69.67715803;8;9.644072451
498;206.2975501;244.3944837;84.0520462;8;7.910195917
499;204.6701404;242.9440143;11.73486977;8;0.500122424
500;205.241506;243.4532581;37.12463431;8;3.778600288
501;205.4384165;243.6287595;45.87474277;8;3.401400177
