1800,8, 1 -1.0000000E+08,X,Y,Z,Cu,Mo,length_of_core,From,To 
1050,I9&150,1,2849.9399,2280.8074,4834.061,0.51,0.034,15,255,270
1051,I9&150,1,2849.9399,2273.9976,4820.6958,0.563,0.038,15,270,285
1052,I9&150,1,2849.9399,2267.1877,4807.3306,0.55,0.032,15,285,300
1053,I9&150,1,2849.9399,2260.3779,4793.9658,0.568,0.048,15,300,315
1054,I9&150,1,2849.9399,2253.5681,4780.6006,0.561,0.038,15,315,330
1055,I9&150,1,2849.9399,2246.7581,4767.2354,0.547,0.032,15,330,345
1056,I9&150,1,2849.9399,2239.9482,4753.8706,0.54,0.037,15,345,360
1057,I9&150,1,2849.9399,2233.1384,4740.5054,0.543,0.031,15,360,375
1058,I9&150,1,2849.9399,2226.3286,4727.1401,0.559,0.029,15,375,390
1059,I9&150,1,2849.9399,2219.5188,4713.7749,0.58,0.04,15,390,405
1060,I9&150,1,2849.9399,2212.709,4700.4102,0.569,0.038,15,405,420
1061,I9&150,1,2849.9399,2205.8989,4687.0449,0.577,0.045,15,420,435
1062,I9&150,1,2849.9399,2199.0891,4673.6797,0.628,0.034,15,435,450
1063,I9&150,1,2849.9399,2192.2793,4660.3145,0.627,0.06,15,450,465
1064,I9&150,1,2849.9399,2185.4695,4646.9497,0.62,0.037,15,465,480
1065,I9&150,1,2849.9399,2178.6597,4633.5845,0.61,0.099,15,480,495
1066,I9&150,1,2849.9399,2171.8499,4620.2192,0.578,0.034,15,495,510
1067,I9&150,1,2849.9399,2165.0398,4606.8545,0.605,0.031,15,510,525
1068,I9&150,1,2849.9399,2158.23,4593.4893,0.634,0.033,15,525,540
1069,I9&150,1,2849.9399,2151.4202,4580.124,0.629,0.036,15,540,555
1070,I9&150,1,2849.9399,2144.6104,4566.7588,0.683,0.037,15,555,570
1071,I9&150,1,2849.9399,2137.8005,4553.394,0.6,0.035,15,570,585
1072,I9&150,1,2849.9399,2130.9905,4540.0288,0.587,0.066,15,585,600
1073,I9&150,1,2849.9399,2124.1807,4526.6636,0.588,0.073,15,600,615
1074,I9&150,1,2849.9399,2117.3708,4513.2988,0.598,0.037,15,615,630
1075,J4N,1,2299.95,4404.293,5386.7954,0.61,0.038,11,4,15
1076,J4N,1,2299.95,4410.1948,5375.2119,0.65,0.048,15,15,30
1077,J4N,1,2299.95,4417.0044,5361.8472,0.667,0.05,15,30,45
1078,J4N,1,2299.95,4423.8145,5348.4819,0.61,0.033,15,45,60
1079,J4N,1,2299.95,4430.6245,5335.1167,0.66,0.046,15,60,75
1080,J4N,1,2299.95,4437.4341,5321.752,0.63,0.04,15,75,90
1081,J4N,1,2299.95,4444.2441,5308.3867,0.61,0.045,15,90,105
1082,J4N,1,2299.95,4451.0537,5295.0215,0.71,0.053,15,105,120
1083,J4N,1,2299.95,4457.8638,5281.6562,0.608,0.05,15,120,135
1084,J4N,1,2299.95,4464.6738,5268.2915,0.667,0.102,15,135,150
1085,J4N,1,2299.95,4471.4834,5254.9263,0.587,0.075,15,150,165
1086,J4N,1,2299.95,4478.2935,5241.561,0.614,0.077,15,165,180
1087,J4N,1,2299.95,4485.103,5228.1958,0.628,0.062,15,180,195
1088,J4N,1,2299.95,4491.9131,5214.8311,0.635,0.086,15,195,210
1089,J4N,1,2299.95,4498.7231,5201.4658,0.644,0.099,15,210,225
1090,J4N,1,2299.95,4505.5327,5188.1006,0.596,0.071,15,225,240
1091,J4N,1,2299.95,4512.3428,5174.7358,0.658,0.081,15,240,255
1092,J4N,1,2299.95,4519.1523,5161.3706,0.651,0.082,15,255,270
1093,J4N,1,2299.95,4525.9624,5148.0054,0.643,0.088,15,270,285
1094,J4N,1,2299.95,4532.772,5134.6401,0.706,0.093,15,285,300
1095,J4N,1,2299.95,4539.582,5121.2754,0.664,0.078,15,300,315
1096,J4N,1,2299.95,4546.3921,5107.9102,0.712,0.066,15,315,330
1097,J4N,1,2299.95,4553.2017,5094.5449,0.636,0.077,15,330,345
1098,J4N,1,2299.95,4560.0117,5081.1802,0.622,0.082,15,345,360
1099,J4N,1,2299.95,4566.8213,5067.8149,0.679,0.07,15,360,375
1100,J4N,1,2299.95,4571.5884,5058.4595,0.687,0.043,6,375,381
1101,J4S/2,1,2299.95,4395.2129,5385.9043,0.57,0.09,9,6,15
1102,J4S/2,1,2299.95,4389.7651,5375.2119,0.627,0.076,15,15,30
1103,J4S/2,1,2299.95,4382.9556,5361.8472,0.64,0.046,15,30,45
1104,J4S/2,1,2299.95,4376.1455,5348.4819,0.604,0.031,15,45,60
1105,J4S/2,1,2299.95,4369.3354,5335.1167,0.657,0.113,15,60,75
1106,J4S/2,1,2299.95,4362.5259,5321.752,0.616,0.042,15,75,90
1107,J4S/2,1,2299.95,4355.7158,5308.3867,0.6,0.039,15,90,105
1108,J4S/2,1,2299.95,4348.9062,5295.0215,0.695,0.04,15,105,120
1109,J4S/2,1,2299.95,4342.0962,5281.6562,0.674,0.083,15,120,135
1110,J4S/2,1,2299.95,4335.2861,5268.2915,0.638,0.087,15,135,150
1111,J4S/2,1,2299.95,4328.4766,5254.9263,0.675,0.068,15,150,165
1112,J4S/2,1,2299.95,4321.6665,5241.561,0.726,0.066,15,165,180
1113,J4S/2,1,2299.95,4314.8569,5228.1958,0.788,0.118,15,180,195
1114,J4S/2,1,2299.95,4308.0469,5214.8311,0.648,0.049,15,195,210
1115,J4S/2,1,2299.95,4301.2368,5201.4658,0.672,0.045,15,210,225
1116,J4S/2,1,2299.95,4294.4272,5188.1006,0.66,0.052,15,225,240
1117,J4S/2,1,2299.95,4287.6172,5174.7358,0.798,0.133,15,240,255
1118,J4S/2,1,2299.95,4280.8076,5161.3706,0.628,0.05,15,255,270
1119,J4S/2,1,2299.95,4273.9976,5148.0054,0.676,0.069,15,270,285
1120,J4S/2,1,2299.95,4267.188,5134.6401,0.717,0.095,15,285,300
1121,J4S/2,1,2299.95,4260.3779,5121.2754,0.69,0.072,15,300,315
1122,J4S/2,1,2299.95,4253.5679,5107.9102,0.69,0.058,15,315,330
1123,J4S/2,1,2299.95,4246.7583,5094.5449,0.667,0.205,15,330,345
1124,J4S/2,1,2299.95,4239.9482,5081.1802,0.625,0.107,15,345,360
1125,J4S/2,1,2299.95,4233.1387,5067.8149,0.673,0.066,15,360,375
1126,J4S/2,1,2299.95,4226.3286,5054.4497,0.626,0.058,15,375,390
1127,J4S/2,1,2299.95,4219.5186,5041.0845,0.718,0.099,15,390,405
1128,J4S/2,1,2299.95,4212.709,5027.7197,0.677,0.07,15,405,420
1129,J4S/2,1,2299.95,4205.8989,5014.3545,0.723,0.051,15,420,435
1130,J4S/2,1,2299.95,4199.0894,5000.9893,0.714,0.047,15,435,450
1131,J5N,1,2299.95,4004.9739,5382.2588,0.84,0.055,8,7,15
1132,J5N,1,2299.95,4010.1948,5372.0122,0.785,0.103,15,15,30
1133,J5N,1,2299.95,4017.0046,5358.6475,0.78,0.066,15,30,45
1134,J5N,1,2299.95,4023.8145,5345.2822,0.755,0.068,15,45,60
1135,J5N,1,2299.95,4030.6243,5331.917,0.715,0.065,15,60,75
1136,J5N,1,2299.95,4037.4341,5318.5522,0.761,0.051,15,75,90
1137,J5N,1,2299.95,4044.2441,5305.187,0.772,0.08,15,90,105
1138,J5N,1,2299.95,4051.054,5291.8218,0.733,0.055,15,105,120
1139,J5N,1,2299.95,4057.8638,5278.4565,0.769,0.054,15,120,135
1140,J5N,1,2299.95,4064.6736,5265.0918,0.788,0.083,15,135,150
1141,J5N,1,2299.95,4071.4834,5251.7266,0.767,0.07,15,150,165
1142,J5N,1,2299.95,4078.2935,5238.3613,0.682,0.053,15,165,180
1143,J5N,1,2299.95,4085.1033,5224.9961,0.669,0.057,15,180,195
1144,J5N,1,2299.95,4091.9131,5211.6313,0.693,0.08,15,195,210
1145,J5N,1,2299.95,4098.7231,5198.2661,0.697,0.114,15,210,225
1146,J5N,1,2299.95,4105.5327,5184.9009,0.672,0.075,15,225,240
1147,J5N,1,2299.95,4112.3428,5171.5361,0.66,0.075,15,240,255
1148,J5N,1,2299.95,4119.1523,5158.1709,0.73,0.074,15,255,270
1149,J5N,1,2299.95,4125.9624,5144.8057,0.688,0.091,15,270,285
1150,J5N,1,2299.95,4132.772,5131.4404,0.721,0.097,15,285,300
1151,J5N,1,2299.95,4139.582,5118.0757,0.852,0.098,15,300,315
1152,J5N,1,2299.95,4146.3921,5104.7104,0.727,0.081,15,315,330
1153,J5N,1,2299.95,4153.2017,5091.3452,0.694,0.052,15,330,345
1154,J5N,1,2299.95,4160.0117,5077.9805,0.737,0.083,15,345,360
1155,J5N,1,2299.95,4166.8213,5064.6152,0.688,0.067,15,360,375
1156,J5N,1,2299.95,4173.6313,5051.25,0.735,0.084,15,375,390
1157,J5N,1,2299.95,4180.4414,5037.8848,0.811,0.092,15,390,405
1158,J5N,1,2299.95,4187.251,5024.52,0.72,0.065,15,405,420
1159,J5N,1,2299.95,4194.061,5011.1548,0.686,0.078,15,420,435
1160,J5N,1,2299.95,4200.8706,4997.7896,0.655,0.068,15,435,450
1161,J5N,1,2299.95,4207.6807,4984.4243,0.675,0.076,15,450,465
1162,J5N,1,2299.95,4214.4907,4971.0596,0.686,0.065,15,465,480
1163,J5N,1,2299.95,4221.3003,4957.6943,0.755,0.095,15,480,495
1164,J5N,1,2299.95,4228.1104,4944.3291,0.697,0.065,15,495,510
1165,J5N,1,2299.95,4234.9199,4930.9644,0.725,0.117,15,510,525
1166,J5N,1,2299.95,4241.73,4917.5991,0.669,0.077,15,525,540
1167,J5N,1,2299.95,4248.5396,4904.2339,0.791,0.072,15,540,555
1168,J5N,1,2299.95,4255.3496,4890.8687,0.784,0.066,15,555,570
1169,J5N,1,2299.95,4262.1597,4877.5039,0.82,0.369,15,570,585
1170,J5N,1,2299.95,4268.9692,4864.1387,0.751,0.067,15,585,600
1171,J5N,1,2299.95,4275.7793,4850.7734,0.725,0.085,15,600,615
1172,J5N,1,2299.95,4282.5889,4837.4087,0.739,0.097,15,615,630
1173,J5N,1,2299.95,4289.3989,4824.0435,0.729,0.08,15,630,645
1174,J5N,1,2299.95,4296.209,4810.6782,0.678,0.085,15,645,660
1175,J5N,1,2299.95,4303.0186,4797.313,0.685,0.093,15,660,675
1176,J5N,1,2299.95,4309.8286,4783.9482,0.622,0.072,15,675,690
1177,J5N,1,2299.95,4316.6382,4770.583,0.699,0.138,15,690,705
1178,J5N,1,2299.95,4323.4482,4757.2178,0.771,0.087,15,705,720
1179,J5N,1,2299.95,4330.2578,4743.8525,0.71,0.097,15,720,735
1180,J5N,1,2299.95,4337.0679,4730.4878,0.877,0.091,15,735,750
1181,J5N,1,2299.95,4343.8779,4717.1226,0.781,0.082,15,750,765
1182,J5N,1,2299.95,4350.6875,4703.7573,0.754,0.099,15,765,780
1183,J5N,1,2299.95,4357.4976,4690.3926,0.728,0.071,15,780,795
1184,J5N,1,2299.95,4364.3071,4677.0273,0.735,0.077,15,795,810
1185,J5N,1,2299.95,4371.1172,4663.6621,0.701,0.084,15,810,825
1186,J5N,1,2299.95,4377.9272,4650.2969,0.69,0.082,15,825,840
1187,J5N,1,2299.95,4384.7368,4636.9321,0.672,0.082,15,840,855
1188,J5N,1,2299.95,4391.5469,4623.5669,0.749,0.094,15,855,870
1189,J5N,1,2299.95,4396.7676,4613.3203,0.728,0.095,8,870,878
1190,J5_5N,1,2299.95,3805.8818,5345.897,0.8,0.11,4,11,15
1191,J5_5N,1,2299.95,3810.1948,5337.4321,0.708,0.066,15,15,30
1192,J5_5N,1,2299.95,3817.0046,5324.0674,0.898,0.125,15,30,45
1193,J5_5N,1,2299.95,3823.8145,5310.7021,0.643,0.058,15,45,60
1194,J5_5N,1,2299.95,3830.6243,5297.3369,0.652,0.063,15,60,75
1195,J5_5N,1,2299.95,3837.4341,5283.9722,0.657,0.056,15,75,90
1196,J5_5N,1,2299.95,3844.2441,5270.6069,0.76,0.127,15,90,105
1197,J5_5N,1,2299.95,3851.054,5257.2417,0.629,0.09,15,105,120
1198,J5_5N,1,2299.95,3857.8638,5243.8765,0.598,0.05,15,120,135
1199,J5_5N,1,2299.95,3864.6736,5230.5117,0.74,0.185,15,135,150
1200,J5_5N,1,2299.95,3871.4834,5217.1465,0.724,0.085,15,150,165
1201,J5_5N,1,2299.95,3878.2935,5203.7812,0.884,0.116,15,165,180
1202,J5_5N,1,2299.95,3885.1033,5190.416,0.721,0.126,15,180,195
1203,J5_5N,1,2299.95,3891.9131,5177.0513,0.725,0.118,15,195,210
1204,J5_5N,1,2299.95,3898.7229,5163.686,0.67,0.073,15,210,225
1205,J5_5N,1,2299.95,3905.5327,5150.3208,0.676,0.074,15,225,240
1206,J5_5N,1,2299.95,3912.3425,5136.9561,0.77,0.225,15,240,255
1207,J5_5N,1,2299.95,3919.1526,5123.5908,0.722,0.106,15,255,270
1208,J5_5N,1,2299.95,3925.9624,5110.2256,0.706,0.109,15,270,285
1209,J5_5N,1,2299.95,3932.7722,5096.8604,0.756,0.085,15,285,300
1210,J5_5N,1,2299.95,3939.582,5083.4956,0.76,0.09,15,300,315
1211,J5_5N,1,2299.95,3946.3918,5070.1304,0.784,0.086,15,315,330
1212,J5_5N,1,2299.95,3953.2017,5056.7651,0.668,0.08,15,330,345
1213,J5_5N,1,2299.95,3960.0117,5043.4004,0.619,0.055,15,345,360
1214,J5_5N,1,2299.95,3966.8215,5030.0352,0.655,0.107,15,360,375
1215,J5_5N,1,2299.95,3973.6313,5016.6699,0.716,0.11,15,375,390
1216,J5_5N,1,2299.95,3980.4412,5003.3047,0.696,0.065,15,390,405
1217,J5_5N,1,2299.95,3987.251,4989.9399,0.697,0.108,15,405,420
1218,J5_5N,1,2299.95,3994.0608,4976.5747,0.625,0.095,15,420,435
1219,J5_5N,1,2299.95,4000.8708,4963.2095,0.764,0.092,15,435,450
1220,J5_5N,1,2299.95,4007.6807,4949.8442,0.702,0.083,15,450,465
1221,J5_5N,1,2299.95,4014.4905,4936.4795,0.613,0.058,15,465,480
1222,J5_5N,1,2299.95,4034.9202,4896.3843,0.866,0.077,15,510,525
1223,J5_5N,1,2299.95,4041.73,4883.019,0.683,0.079,15,525,540
1224,J5_5N,1,2299.95,4048.5398,4869.6538,0.717,0.076,15,540,555
1225,J5_5N,1,2299.95,4055.3496,4856.2886,0.702,0.094,15,555,570
1226,J5_5N,1,2299.95,4062.1594,4842.9238,0.719,0.097,15,570,585
1227,J5_5N,1,2299.95,4068.9692,4829.5586,0.585,0.057,15,585,600
1228,J5_5N,1,2299.95,4075.7793,4816.1934,0.684,0.051,15,600,615
1229,J5_5N,1,2299.95,4082.5891,4802.8286,0.684,0.082,15,615,630
1230,J5_5N,1,2299.95,4089.3989,4789.4634,0.644,0.057,15,630,645
1231,J5_5N,1,2299.95,4096.209,4776.0981,0.711,0.048,15,645,660
1232,J5_5N,1,2299.95,4103.0186,4762.7329,0.675,0.06,15,660,675
1233,J5_5N,1,2299.95,4109.8286,4749.3682,0.67,0.076,15,675,690
1234,J5_5N,1,2299.95,4116.6382,4736.0029,0.614,0.069,15,690,705
1235,J5_5N,1,2299.95,4123.4482,4722.6377,0.63,0.052,15,705,720
1236,J5_5N,1,2299.95,4130.2578,4709.2725,0.701,0.086,15,720,735
1237,J5_5N,1,2299.95,4137.0679,4695.9077,0.622,0.088,15,735,750
1238,J5_5N,1,2299.95,4143.8779,4682.5425,0.636,0.044,15,750,765
1239,J5_5N,1,2299.95,4150.6875,4669.1772,0.632,0.073,15,765,780
1240,J5_5S,1,2299.95,3788.1763,5334.314,0.55,0.042,8,22,30
1241,J5_5S,1,2299.95,3782.9553,5324.0674,0.559,0.041,15,30,45
1242,J5_5S,1,2299.95,3776.1455,5310.7021,0.601,0.038,15,45,60
1243,J5_5S,1,2299.95,3769.3357,5297.3369,0.57,0.037,15,60,75
1244,J5_5S,1,2299.95,3762.5259,5283.9722,0.636,0.034,15,75,90
1245,J5_5S,1,2299.95,3755.7158,5270.6069,0.583,0.05,15,90,105
1246,J5_5S,1,2299.95,3748.906,5257.2417,0.593,0.044,15,105,120
1247,J5_5S,1,2299.95,3742.0962,5243.8765,0.651,0.073,15,120,135
1248,J5_5S,1,2299.95,3735.2864,5230.5117,0.74,0.091,15,135,150
1249,J5_5S,1,2299.95,3728.4766,5217.1465,0.843,0.123,15,150,165
1250,J5_5S,1,2299.95,3721.6665,5203.7812,0.76,0.136,15,165,180
1251,J5_5S,1,2299.95,3714.8567,5190.416,0.825,0.097,15,180,195
1252,J5_5S,1,2299.95,3708.0469,5177.0513,0.838,0.085,15,195,210
1253,J5_5S,1,2299.95,3701.2371,5163.686,0.908,0.146,15,210,225
1254,J5_5S,1,2299.95,3694.4272,5150.3208,0.953,0.09,15,225,240
1255,J5_5S,1,2299.95,3687.6174,5136.9561,0.872,0.188,15,240,255
1256,J5_5S,1,2299.95,3673.9976,5110.2256,0.942,0.133,15,270,285
1257,J5_5S,1,2299.95,3667.1877,5096.8604,0.762,0.1,15,285,300
1258,J5_5S,1,2299.95,3660.3779,5083.4956,0.8,0.124,15,300,315
1259,J5_5S,1,2299.95,3653.5681,5070.1304,0.764,0.057,15,315,330
1260,J5_5S,1,2299.95,3646.7583,5056.7651,0.695,0.203,15,330,345
1261,J5_5S,1,2299.95,3639.9482,5043.4004,0.735,0.117,15,345,360
1262,J5_5S,1,2299.95,3633.1384,5030.0352,0.77,0.077,15,360,375
1263,J5_5S,1,2299.95,3626.3286,5016.6699,0.736,0.073,15,375,390
1264,J5_5S,1,2299.95,3619.5188,5003.3047,0.88,0.098,15,390,405
1265,J5_5S,1,2299.95,3612.709,4989.9399,0.905,0.103,15,405,420
1266,J5_5S,1,2299.95,3599.0891,4963.2095,0.869,0.079,15,435,450
1267,J5_5S,1,2299.95,3592.2793,4949.8442,0.671,0.086,15,450,465
1268,J5_5S,1,2299.95,3585.4695,4936.4795,0.635,0.052,15,465,480
1269,J5_5S,1,2299.95,3578.6597,4923.1143,0.64,0.035,15,480,495
1270,J5_5S,1,2299.95,3571.8499,4909.749,0.627,0.031,15,495,510
1271,J5_5S,1,2299.95,3565.0398,4896.3843,0.666,0.038,15,510,525
1272,J5_5S,1,2299.95,3558.23,4883.019,0.778,0.072,15,525,540
1273,J5_5S,1,2299.95,3544.6104,4856.2886,0.752,0.06,15,555,570
1274,J5_5S,1,2299.95,3537.8005,4842.9238,0.942,0.054,15,570,585
1275,J5_5S,1,2299.95,3530.9907,4829.5586,0.74,0.04,15,585,600
1276,J5_5S,1,2299.95,3524.1807,4816.1934,0.874,0.037,15,600,615
1277,J5_5S,1,2299.95,3517.3708,4802.8286,0.729,0.055,15,615,630
1278,J5_5S,1,2299.95,3510.561,4789.4634,0.827,0.06,15,630,645
1279,J5_5S,1,2299.95,3503.7512,4776.0981,0.937,0.038,15,645,660
1280,J5_5S,1,2299.95,3496.9414,4762.7329,0.748,0.068,15,660,675
1281,J5_5S,1,2299.95,3490.1316,4749.3682,0.647,0.03,15,675,690
1282,J5_5S,1,2299.95,3483.3215,4736.0029,0.673,0.036,15,690,705
1283,J5_5S,1,2299.95,3476.5117,4722.6377,0.776,0.035,15,705,720
1284,J5_5S,1,2299.95,3469.7019,4709.2725,0.69,0.031,15,720,735
1285,J5_5S,1,2299.95,3462.8921,4695.9077,0.723,0.046,15,735,750
1286,J5_5S,1,2299.95,3456.0823,4682.5425,0.666,0.032,15,750,765
1287,J5_5S,1,2299.95,3449.2722,4669.1772,0.833,0.038,15,765,780
1288,J6N,1,2299.8601,3603.906,5313.811,0.71,0.04,12,3,15
1289,J6N,1,2299.8601,3610.0349,5301.7822,0.834,0.092,15,15,30
1290,J6N,1,2299.8601,3616.8447,5288.4175,0.838,0.098,15,30,45
1291,J6N,1,2299.8601,3623.6545,5275.0522,0.748,0.093,15,45,60
1292,J6N,1,2299.8601,3630.4644,5261.687,0.869,0.133,15,60,75
1293,J6N,1,2299.8601,3637.2744,5248.3223,0.925,0.148,15,75,90
1294,J6N,1,2299.8601,3644.0842,5234.957,0.872,0.189,15,90,105
1295,J6N,1,2299.8601,3650.894,5221.5918,0.871,0.115,15,105,120
1296,J6N,1,2299.8601,3657.7039,5208.2266,0.892,0.194,15,120,135
1297,J6N,1,2299.8601,3664.5137,5194.8618,0.919,0.35,15,135,150
1298,J6N,1,2299.8601,3671.3235,5181.4966,0.855,0.165,15,150,165
1299,J6N,1,2299.8601,3684.9434,5154.7661,1.024,0.185,15,180,195
1300,J6N,1,2299.8601,3691.7532,5141.4014,0.958,0.338,15,195,210
1301,J6N,1,2299.8601,3698.563,5128.0361,0.9,0.196,15,210,225
1302,J6N,1,2299.8601,3705.3728,5114.6709,0.775,0.146,15,225,240
1303,J6N,1,2299.8601,3712.1829,5101.3062,0.935,0.167,15,240,255
1304,J6N,1,2299.8601,3718.9927,5087.9409,0.893,0.142,15,255,270
1305,J6N,1,2299.8601,3725.8025,5074.5757,0.843,0.132,15,270,285
1306,J6N,1,2299.8601,3732.6123,5061.2104,0.837,0.126,15,285,300
1307,J6N,1,2299.8601,3739.4221,5047.8457,0.799,0.104,15,300,315
1308,J6N,1,2299.8601,3746.2319,5034.4805,0.765,0.112,15,315,330
1309,J6N,1,2299.8601,3753.042,5021.1152,0.792,0.161,15,330,345
1310,J6N,1,2299.8601,3759.8518,5007.7505,0.747,0.195,15,345,360
1311,J6N,1,2299.8601,3766.6616,4994.3853,0.722,0.151,15,360,375
1312,J6N,1,2299.8601,3773.4714,4981.02,0.77,0.168,15,375,390
1313,J6N,1,2299.8601,3780.2812,4967.6548,0.72,0.107,15,390,405
1314,J6N,1,2299.8601,3787.0913,4954.29,0.753,0.128,15,405,420
1315,J6N,1,2299.8601,3793.9011,4940.9248,0.686,0.122,15,420,435
1316,J6N,1,2299.8601,3800.7109,4927.5596,0.759,0.183,15,435,450
1317,J6N,1,2299.8601,3807.5208,4914.1943,0.845,0.172,15,450,465
1318,J6N,1,2299.8601,3814.3306,4900.8296,0.81,0.13,15,465,480
1319,J6N,1,2299.8601,3821.1404,4887.4644,0.817,0.122,15,480,495
1320,J6N,1,2299.8601,3827.9504,4874.0991,0.827,0.194,15,495,510
1321,J6N,1,2299.8601,3834.7603,4860.7344,0.797,0.198,15,510,525
1322,J6N,1,2299.8601,3841.5701,4847.3691,0.801,0.214,15,525,540
1323,J6N,1,2299.8601,3848.3799,4834.0039,0.732,0.169,15,540,555
1324,J6N,1,2299.8601,3855.1897,4820.6387,0.764,0.199,15,555,570
1325,J6N,1,2299.8601,3861.9998,4807.2739,0.735,0.165,15,570,585
1326,J6N,1,2299.8601,3868.8096,4793.9087,0.858,0.18,15,585,600
1327,J6N,1,2299.8601,3875.6194,4780.5435,0.844,0.214,15,600,615
1328,J6N,1,2299.8601,3880.3862,4771.188,0.675,0.143,6,615,621
1329,J7N,1,2299.95,3204.5198,5262.5098,0.71,0.03,10,5,15
1330,J7N,1,2299.95,3210.1948,5251.3721,0.735,0.061,15,15,30
1331,J7N,1,2299.95,3217.0046,5238.0073,0.716,0.044,15,30,45
1332,J7N,1,2299.95,3223.8145,5224.6421,0.688,0.037,15,45,60
1333,J7N,1,2299.95,3230.6243,5211.2769,0.803,0.048,15,60,75
1334,J7N,1,2299.95,3237.4341,5197.9121,0.756,0.045,15,75,90
1335,J7N,1,2299.95,3244.2441,5184.5469,0.848,0.043,15,90,105
1336,J7N,1,2299.95,3251.054,5171.1816,0.815,0.05,15,105,120
1337,J7N,1,2299.95,3257.8638,5157.8164,0.744,0.04,15,120,135
1338,J7N,1,2299.95,3264.6736,5144.4517,0.699,0.074,15,135,150
1339,J7N,1,2299.95,3271.4834,5131.0864,0.77,0.091,15,150,165
1340,J7N,1,2299.95,3278.2935,5117.7212,0.785,0.079,15,165,180
1341,J7N,1,2299.95,3285.1033,5104.356,0.818,0.088,15,180,195
1342,J7N,1,2299.95,3291.9131,5090.9912,0.778,0.114,15,195,210
1343,J7N,1,2299.95,3298.7229,5077.626,0.828,0.121,15,210,225
1344,J7N,1,2299.95,3305.5327,5064.2607,0.834,0.1,15,225,240
1345,J7N,1,2299.95,3312.3425,5050.896,0.702,0.049,15,240,255
1346,J7N,1,2299.95,3319.1526,5037.5308,0.773,0.064,15,255,270
1347,J7N,1,2299.95,3325.9624,5024.1655,0.722,0.067,15,270,285
1348,J7N,1,2299.95,3332.7722,5010.8003,0.733,0.097,15,285,300
1349,J7N,1,2299.95,3339.582,4997.4355,0.803,0.123,15,300,315
1350,J7N,1,2299.95,3346.3918,4984.0703,0.725,0.058,15,315,330
1351,J7N,1,2299.95,3353.2017,4970.7051,0.708,0.059,15,330,345
1352,J7N,1,2299.95,3360.0117,4957.3403,0.724,0.084,15,345,360
1353,J7N,1,2299.95,3366.8215,4943.9751,0.686,0.052,15,360,375
1354,J7N,1,2299.95,3373.6313,4930.6099,0.641,0.044,15,375,390
1355,J7N,1,2299.95,3380.4412,4917.2446,0.648,0.046,15,390,405
1356,J7N,1,2299.95,3387.251,4903.8799,0.71,0.06,15,405,420
1357,J7N,1,2299.95,3394.0608,4890.5146,0.707,0.06,15,420,435
1358,J7N,1,2299.95,3400.8708,4877.1494,0.725,0.078,15,435,450
1359,J7N,1,2299.95,3407.6807,4863.7842,0.76,0.049,15,450,465
1360,J7N,1,2299.95,3414.4905,4850.4194,0.806,0.109,15,465,480
1361,J7N,1,2299.95,3421.3003,4837.0542,0.798,0.09,15,480,495
1362,J7N,1,2299.95,3428.1101,4823.689,0.79,0.061,15,495,510
1363,J7N,1,2299.95,3434.9202,4810.3242,0.761,0.057,15,510,525
1364,J7N,1,2299.95,3441.73,4796.959,0.847,0.048,15,525,540
1365,J7N,1,2299.95,3448.5398,4783.5938,0.761,0.041,15,540,555
1366,J7N,1,2299.95,3455.3496,4770.2285,0.719,0.047,15,555,570
1367,J7N,1,2299.95,3462.1594,4756.8638,0.74,0.073,15,570,585
1368,J7N,1,2299.95,3468.9692,4743.4985,0.741,0.042,15,585,600
1369,J7N,1,2299.95,3475.7793,4730.1333,0.77,0.043,15,600,615
1370,J7N,1,2299.95,3482.5891,4716.7686,0.916,0.044,15,615,630
1371,J7N,1,2299.95,3489.3989,4703.4033,0.916,0.047,15,630,645
1372,J7N,1,2299.95,3496.2087,4690.0381,0.866,0.064,15,645,660
1373,J7N,1,2299.95,3503.0186,4676.6729,0.836,0.072,15,660,675
1374,J7N,1,2299.95,3509.8284,4663.3081,0.756,0.067,15,675,690
1375,J7N,1,2299.95,3516.6384,4649.9429,0.828,0.052,15,690,705
1376,J7N,1,2299.95,3523.4482,4636.5776,0.848,0.08,15,705,720
1377,J7N,1,2299.95,3530.2581,4623.2124,0.832,0.083,15,720,735
1378,J7N,1,2299.95,3537.0679,4609.8477,0.732,0.044,15,735,750
1379,J7N,1,2299.95,3543.8777,4596.4824,0.794,0.055,15,750,765
1380,J7N,1,2299.95,3550.6877,4583.1172,0.739,0.051,15,765,780
1381,J7N,1,2299.95,3557.4976,4569.7524,0.673,0.042,15,780,795
1382,J7N,1,2299.95,3564.3074,4556.3872,0.745,0.064,15,795,810
1383,J7N,1,2299.95,3571.1172,4543.022,0.796,0.105,15,810,825
1384,J7N,1,2299.95,3577.927,4529.6567,0.752,0.084,15,825,840
1385,J7N,1,2299.95,3584.7368,4516.292,0.752,0.053,15,840,855
1386,J7N,1,2299.95,3591.5469,4502.9268,0.764,0.051,15,855,870
1387,J7N,1,2299.95,3598.3567,4489.5615,0.738,0.051,15,870,885
1388,J7N,1,2299.95,3611.9763,4462.8315,0.884,0.191,15,900,915
1389,J7N,1,2299.95,3618.7861,4449.4663,0.763,0.081,15,915,930
1390,J7N,1,2299.95,3625.5959,4436.1011,0.737,0.063,15,930,945
