1800,8, 1 -1.0000000E+08,X,Y,Z,Cu,Mo,length_of_core,From,To 
1391,J7N,1,2299.95,3632.406,4422.7363,0.741,0.054,15,945,960
1392,J7N,1,2299.95,3639.2158,4409.3711,0.833,0.061,15,960,975
1393,J7N,1,2299.95,3646.0256,4396.0059,0.767,0.058,15,975,990
1394,J7N,1,2299.95,3652.8354,4382.6406,0.819,0.051,15,990,1005
1395,J7N,1,2299.95,3659.6453,4369.2759,0.764,0.045,15,1005,1020
1396,J7N,1,2299.95,3666.4551,4355.9106,0.837,0.059,15,1020,1035
1397,J7N,1,2299.95,3679.167,4330.9624,0.757,0.075,11,1050,1061
1398,J7S,1,2299.95,3196.1211,5263.8262,0.65,0.025,13,2,15
1399,J7S,1,2299.95,3189.7651,5251.3521,0.729,0.051,15,15,30
1400,J7S,1,2299.95,3182.9553,5237.9873,0.627,0.043,15,30,45
1401,J7S,1,2299.95,3176.1455,5224.6221,0.668,0.028,15,45,60
1402,J7S,1,2299.95,3169.3357,5211.2568,0.622,0.033,15,60,75
1403,J7S,1,2299.95,3162.5259,5197.8921,0.603,0.059,15,75,90
1404,J7S,1,2299.95,3155.7158,5184.5269,0.654,0.029,15,90,105
1405,J7S,1,2299.95,3148.906,5171.1616,0.634,0.026,15,105,120
1406,J7S,1,2299.95,3142.0962,5157.7964,0.71,0.033,15,120,135
1407,J7S,1,2299.95,3135.2864,5144.4316,0.681,0.033,15,135,150
1408,J7S,1,2299.95,3128.4766,5131.0664,0.605,0.03,15,150,165
1409,J7S,1,2299.95,3121.6665,5117.7012,0.568,0.028,15,165,180
1410,J7S,1,2299.95,3114.8567,5104.3359,0.612,0.059,15,180,195
1411,J7S,1,2299.95,3108.0469,5090.9712,0.624,0.049,15,195,210
1412,J7S,1,2299.95,3101.2371,5077.606,0.674,0.051,15,210,225
1413,J7S,1,2299.95,3094.4272,5064.2407,0.629,0.032,15,225,240
1414,J7S,1,2299.95,3087.6174,5050.876,0.635,0.045,15,240,255
1415,J7S,1,2299.95,3080.8074,5037.5107,0.62,0.046,15,255,270
1416,J7S,1,2299.95,3073.9976,5024.1455,0.579,0.025,15,270,285
1417,J7S,1,2299.95,3067.1877,5010.7803,0.666,0.054,15,285,300
1418,J7S,1,2299.95,3060.3779,4997.4155,0.668,0.04,15,300,315
1419,J7S,1,2299.95,3053.5681,4984.0503,0.59,0.037,15,315,330
1420,J7S,1,2299.95,3046.7583,4970.6851,0.58,0.055,15,330,345
1421,J7S,1,2299.95,3039.9482,4957.3203,0.602,0.028,15,345,360
1422,J7S,1,2299.95,3033.1384,4943.9551,0.55,0.021,15,360,375
1423,J7S,1,2299.95,3026.3286,4930.5898,0.555,0.025,15,375,390
1424,J7S,1,2299.95,3019.5188,4917.2246,0.624,0.041,15,390,405
1425,J7S,1,2299.95,3012.709,4903.8599,0.641,0.042,15,405,420
1426,J7S,1,2299.95,3005.8992,4890.4946,0.657,0.033,15,420,435
1427,J7S,1,2299.95,2999.0891,4877.1294,0.666,0.056,15,435,450
1428,J7S,1,2299.95,2992.2793,4863.7642,0.77,0.042,15,450,465
1429,J7S,1,2299.95,2985.4695,4850.3994,0.713,0.115,15,465,480
1430,J7S,1,2299.95,2978.6597,4837.0342,0.638,0.038,15,480,495
1431,J7S,1,2299.95,2971.8499,4823.6689,0.749,0.101,15,495,510
1432,J7S,1,2299.95,2965.0398,4810.3042,0.669,0.076,15,510,525
1433,J7S,1,2299.95,2958.23,4796.939,0.762,0.081,15,525,540
1434,J7S,1,2299.95,2951.4202,4783.5737,0.645,0.05,15,540,555
1435,J7S,1,2299.95,2944.6104,4770.2085,0.699,0.112,15,555,570
1436,J7S,1,2299.95,2937.8005,4756.8438,0.731,0.108,15,570,585
1437,J7S,1,2299.95,2930.9907,4743.4785,0.651,0.1,15,585,600
1438,J7S,1,2299.95,2924.1807,4730.1133,0.733,0.061,15,600,615
1439,J7S,1,2299.95,2917.3708,4716.7485,0.579,0.041,15,615,630
1440,J7S,1,2299.95,2910.561,4703.3833,0.528,0.033,15,630,645
1441,J7S,1,2299.95,2903.7512,4690.0181,0.585,0.041,15,645,660
1442,J7S,1,2299.95,2896.9414,4676.6528,0.599,0.059,15,660,675
1443,J7S,1,2299.95,2891.9475,4666.8521,0.555,0.046,7,675,682
1444,J7_5S,1,2299.95,2989.3113,5181.2314,0.685,0.026,13,17,30
1445,J7_5S,1,2299.95,2982.9553,5168.7573,0.749,0.033,15,30,45
1446,J7_5S,1,2299.95,2976.1455,5155.3921,0.614,0.027,15,45,60
1447,J7_5S,1,2299.95,2969.3357,5142.0269,0.601,0.03,15,60,75
1448,J7_5S,1,2299.95,2962.5259,5128.6621,0.581,0.033,15,75,90
1449,J7_5S,1,2299.95,2955.7158,5115.2969,0.644,0.027,15,90,105
1450,J7_5S,1,2299.95,2948.906,5101.9316,0.569,0.027,15,105,120
1451,J7_5S,1,2299.95,2942.0962,5088.5664,0.572,0.031,15,120,135
1452,J7_5S,1,2299.95,2935.2864,5075.2017,0.612,0.03,15,135,150
1453,J7_5S,1,2299.95,2928.4766,5061.8364,0.594,0.047,15,150,165
1454,J7_5S,1,2299.95,2921.6665,5048.4712,0.63,0.051,15,165,180
1455,J7_5S,1,2299.95,2914.8567,5035.106,0.605,0.037,15,180,195
1456,J7_5S,1,2299.95,2908.0469,5021.7412,0.686,0.069,15,195,210
1457,J7_5S,1,2299.95,2901.2371,5008.376,0.688,0.051,15,210,225
1458,J7_5S,1,2299.95,2894.4272,4995.0107,0.647,0.084,15,225,240
1459,J7_5S,1,2299.95,2887.6174,4981.646,0.66,0.108,15,240,255
1460,J7_5S,1,2299.95,2880.8074,4968.2808,0.682,0.075,15,255,270
1461,J7_5S,1,2299.95,2873.9976,4954.9155,0.612,0.04,15,270,285
1462,J7_5S,1,2299.95,2867.1877,4941.5503,0.638,0.041,15,285,300
1463,J7_5S,1,2299.95,2860.3779,4928.1855,0.603,0.033,15,300,315
1464,J7_5S,1,2299.95,2853.5681,4914.8203,0.601,0.027,15,315,330
1465,J7_5S,1,2299.95,2846.7583,4901.4551,0.599,0.034,15,330,345
1466,J7_5S,1,2299.95,2839.9482,4888.0903,0.589,0.042,15,345,360
1467,J7_5S,1,2299.95,2833.1384,4874.7251,0.567,0.031,15,360,375
1468,J7_5S,1,2299.95,2826.3286,4861.3599,0.713,0.099,15,375,390
1469,J7_5S,1,2299.95,2819.5188,4847.9946,0.599,0.044,15,390,405
1470,J7_5S,1,2299.95,2812.709,4834.6299,0.752,0.049,15,405,420
1471,J7_5S,1,2299.95,2805.8992,4821.2646,0.61,0.072,15,420,435
1472,J7_5S,1,2299.95,2799.0891,4807.8994,0.585,0.067,15,435,450
1473,J7_5S,1,2299.95,2792.2793,4794.5342,0.611,0.06,15,450,465
1474,J7_5S,1,2299.95,2785.4695,4781.1694,0.583,0.036,15,465,480
1475,J7_5S,1,2299.95,2778.6597,4767.8042,0.577,0.044,15,480,495
1476,J7_5S,1,2299.95,2771.8499,4754.439,0.675,0.055,15,495,510
1477,J7_5S,1,2299.95,2765.0398,4741.0742,0.626,0.051,15,510,525
1478,J7_5S,1,2299.95,2758.23,4727.709,0.623,0.044,15,525,540
1479,J7_5S,1,2299.95,2751.4202,4714.3438,0.594,0.035,15,540,555
1480,J7_5S,1,2299.95,2744.6104,4700.9785,0.621,0.052,15,555,570
1481,J7_5S,1,2299.95,2737.8005,4687.6138,0.773,0.069,15,570,585
1482,J7_5S,1,2299.95,2730.9907,4674.2485,0.617,0.044,15,585,600
1483,J7_5S,1,2299.95,2724.1807,4660.8833,0.647,0.144,15,600,615
1484,J7_5S,1,2299.95,2717.3708,4647.5186,0.625,0.041,15,615,630
1485,K2N,1,1899.95,5204.9736,5459.8989,0.56,0.03,8,7,15
1486,K2N,1,1899.95,5210.1948,5449.6523,0.55,0.03,15,15,30
1487,K2N,1,1899.95,5217.0044,5436.2876,0.57,0.03,15,30,45
1488,K2N,1,1899.95,5223.8145,5422.9224,0.58,0.025,15,45,60
1489,K2N,1,1899.95,5230.6245,5409.5571,0.55,0.025,15,60,75
1490,K2N,1,1899.95,5237.4341,5396.1924,0.53,0.03,15,75,90
1491,K2N,1,1899.95,5244.2441,5382.8271,0.54,0.025,15,90,105
1492,K2N,1,1899.95,5251.0537,5369.4619,0.54,0.04,15,105,120
1493,K2N,1,1899.95,5257.8638,5356.0967,0.53,0.03,15,120,135
1494,K2N,1,1899.95,5264.6738,5342.7319,0.55,0.03,15,135,150
1495,K2N,1,1899.95,5271.4834,5329.3667,0.55,0.025,15,150,165
1496,K2N,1,1899.95,5278.2935,5316.0015,0.54,0.03,15,165,180
1497,K2N,1,1899.95,5285.103,5302.6362,0.53,0.03,15,180,195
1498,K2N,1,1899.95,5291.9131,5289.2715,0.54,0.03,15,195,210
1499,K2N,1,1899.95,5298.7231,5275.9062,0.61,0.03,15,210,225
1500,K2N,1,1899.95,5305.5327,5262.541,0.62,0.04,15,225,240
1501,K2N,1,1899.95,5312.3428,5249.1763,0.52,0.03,15,240,255
1502,K2N,1,1899.95,5319.1523,5235.811,0.56,0.03,15,255,270
1503,K2N,1,1899.95,5325.9624,5222.4458,0.6,0.03,15,270,285
1504,K2N,1,1899.95,5332.772,5209.0806,0.55,0.025,15,285,300
1505,K2N,1,1899.95,5339.582,5195.7158,0.6,0.03,15,300,315
1506,K2N,1,1899.95,5346.3921,5182.3506,0.53,0.03,15,315,330
1507,K2N,1,1899.95,5353.2017,5168.9854,0.57,0.05,15,330,345
1508,K2N,1,1899.95,5360.0117,5155.6206,0.58,0.03,15,345,360
1509,K2N,1,1899.95,5366.8213,5142.2554,0.54,0.025,15,360,375
1510,K2N,1,1899.95,5373.6313,5128.8901,0.54,0.025,15,375,390
1511,K2N,1,1899.95,5380.4414,5115.5249,0.54,0.025,15,390,405
1512,K2N,1,1899.95,5387.251,5102.1602,0.57,0.03,15,405,420
1513,K2N,1,1899.95,5394.061,5088.7949,0.58,0.03,15,420,435
1514,K2N,1,1899.95,5400.1899,5076.7661,0.6,0.03,12,435,447
1515,K2S,1,1899.95,5189.7651,5449.6523,0.55,0.02,15,15,30
1516,K2S,1,1899.95,5182.9556,5436.2876,0.56,0.02,15,30,45
1517,K2S,1,1899.95,5176.1455,5422.9224,0.56,0.022,15,45,60
1518,K2S,1,1899.95,5169.3354,5409.5571,0.53,0.022,15,60,75
1519,K2S,1,1899.95,5162.5259,5396.1924,0.59,0.02,15,75,90
1520,K2S,1,1899.95,5155.7158,5382.8271,0.67,0.027,15,90,105
1521,K2S,1,1899.95,5148.9062,5369.4619,0.59,0.025,15,105,120
1522,K2S,1,1899.95,5142.0962,5356.0967,0.54,0.02,15,120,135
1523,K2S,1,1899.95,5135.2861,5342.7319,0.54,0.02,15,135,150
1524,K2S,1,1899.95,5128.4766,5329.3667,0.59,0.035,15,150,165
1525,K2S,1,1899.95,5121.6665,5316.0015,0.56,0.03,15,165,180
1526,K2S,1,1899.95,5114.8569,5302.6362,0.63,0.035,15,180,195
1527,K2S,1,1899.95,5108.0469,5289.2715,0.55,0.025,15,195,210
1528,K2S,1,1899.95,5101.2368,5275.9062,0.56,0.022,15,210,225
1529,K2S,1,1899.95,5094.4272,5262.541,0.54,0.022,15,225,240
1530,K2S,1,1899.95,5087.6172,5249.1763,0.58,0.03,15,240,255
1531,K2S,1,1899.95,5080.8076,5235.811,0.59,0.037,15,255,270
1532,K2S,1,1899.95,5073.9976,5222.4458,0.54,0.03,15,270,285
1533,K2S,1,1899.95,5067.188,5209.0806,0.58,0.03,15,285,300
1534,K2S,1,1899.95,5060.3779,5195.7158,0.55,0.027,15,300,315
1535,K2S,1,1899.95,5053.5679,5182.3506,0.58,0.022,15,315,330
1536,K2S,1,1899.95,5046.7583,5168.9854,0.58,0.025,15,330,345
1537,K2S,1,1899.95,5039.9482,5155.6206,0.56,0.022,15,345,360
1538,K2S,1,1899.95,5033.1387,5142.2554,0.53,0.035,15,360,375
1539,K2S,1,1899.95,5026.3286,5128.8901,0.59,0.025,15,375,390
1540,K2S,1,1899.95,5019.5186,5115.5249,0.55,0.037,15,390,405
1541,K2S,1,1899.95,5012.709,5102.1602,0.58,0.032,15,405,420
1542,K2S,1,1899.95,5005.8989,5088.7949,0.55,0.025,15,420,435
1543,K2S,1,1899.95,4999.0894,5075.4297,0.54,0.02,15,435,450
1544,K4N,1,1899.95,4404.7471,5374.5347,0.57,0.025,9,6,15
1545,K4N,1,1899.95,4410.1948,5363.8423,0.654,0.063,15,15,30
1546,K4N,1,1899.95,4417.0044,5350.4775,0.716,0.06,15,30,45
1547,K4N,1,1899.95,4423.8145,5337.1123,0.621,0.038,15,45,60
1548,K4N,1,1899.95,4430.6245,5323.7471,0.605,0.069,15,60,75
1549,K4N,1,1899.95,4437.4341,5310.3823,0.655,0.065,15,75,90
1550,K4N,1,1899.95,4444.2441,5297.0171,0.568,0.044,15,90,105
1551,K4N,1,1899.95,4451.0537,5283.6519,0.68,0.066,15,105,120
1552,K4N,1,1899.95,4457.8638,5270.2866,0.713,0.152,15,120,135
1553,K4N,1,1899.95,4464.6738,5256.9219,0.711,0.054,15,135,150
1554,K4N,1,1899.95,4471.4834,5243.5566,0.877,0.061,15,150,165
1555,K4N,1,1899.95,4478.2935,5230.1914,0.574,0.032,15,165,180
1556,K4N,1,1899.95,4485.103,5216.8262,0.645,0.04,15,180,195
1557,K4N,1,1899.95,4491.9131,5203.4614,0.641,0.115,15,195,210
1558,K4N,1,1899.95,4498.7231,5190.0962,0.562,0.064,15,210,225
1559,K4N,1,1899.95,4505.5327,5176.731,0.701,0.108,15,225,240
1560,K4N,1,1899.95,4512.3428,5163.3662,0.684,0.051,15,240,255
1561,K4N,1,1899.95,4519.1523,5150.001,0.712,0.046,15,255,270
1562,K4N,1,1899.95,4525.9624,5136.6357,0.687,0.051,15,270,285
1563,K4N,1,1899.95,4532.772,5123.2705,0.631,0.033,15,285,300
1564,K4N,1,1899.95,4539.582,5109.9058,0.661,0.059,15,300,315
1565,K4N,1,1899.95,4546.3921,5096.5405,0.71,0.046,15,315,330
1566,K4N,1,1899.95,4553.2017,5083.1753,0.675,0.051,15,330,345
1567,K4N,1,1899.95,4560.0117,5069.8105,0.666,0.035,15,345,360
1568,K4N,1,1899.95,4566.8213,5056.4453,0.631,0.064,15,360,375
1569,K4N,1,1899.95,4573.6313,5043.0801,0.641,0.038,15,375,390
1570,K4N,1,1899.95,4580.4414,5029.7148,0.66,0.048,15,390,405
1571,K4N,1,1899.95,4587.251,5016.3501,0.671,0.049,15,405,420
1572,K4N,1,1899.95,4594.061,5002.9849,0.637,0.036,15,420,435
1573,K4N,1,1899.95,4600.8706,4989.6196,0.68,0.046,15,435,450
1574,K4N,1,1899.95,4607.6807,4976.2544,0.633,0.042,15,450,465
1575,K4N,1,1899.95,4614.4907,4962.8896,0.596,0.035,15,465,480
1576,K4N,1,1899.95,4621.3003,4949.5244,0.596,0.034,15,480,495
1577,K4N,1,1899.95,4628.1104,4936.1592,0.605,0.033,15,495,510
1578,K4N,1,1899.95,4634.9199,4922.7944,0.634,0.042,15,510,525
1579,K4N,1,1899.95,4641.73,4909.4292,0.578,0.046,15,525,540
1580,K4N,1,1899.95,4648.5396,4896.064,0.591,0.056,15,540,555
1581,K4N,1,1899.95,4655.3496,4882.6987,0.628,0.049,15,555,570
1582,K4N,1,1899.95,4662.1597,4869.334,0.629,0.026,15,570,585
1583,K4N,1,1899.95,4668.9692,4855.9688,0.605,0.033,15,585,600
1584,K4S,1,1899.95,4394.9863,5374.0889,0.61,0.03,8,7,15
1585,K4S,1,1899.95,4389.7651,5363.8423,0.68,0.07,15,15,30
1586,K4S,1,1899.95,4382.9556,5350.4775,0.622,0.048,15,30,45
1587,K4S,1,1899.95,4376.1455,5337.1123,0.606,0.03,15,45,60
1588,K4S,1,1899.95,4369.3354,5323.7471,0.596,0.031,15,60,75
1589,K4S,1,1899.95,4362.5259,5310.3823,0.628,0.031,15,75,90
1590,K4S,1,1899.95,4355.7158,5297.0171,0.65,0.037,15,90,105
1591,K4S,1,1899.95,4348.9062,5283.6519,0.608,0.035,15,105,120
1592,K4S,1,1899.95,4342.0962,5270.2866,0.666,0.028,15,120,135
1593,K4S,1,1899.95,4335.2861,5256.9219,0.667,0.038,15,135,150
1594,K4S,1,1899.95,4328.4766,5243.5566,0.673,0.042,15,150,165
1595,K4S,1,1899.95,4321.6665,5230.1914,0.645,0.045,15,165,180
1596,K4S,1,1899.95,4314.8569,5216.8262,0.705,0.062,15,180,195
1597,K4S,1,1899.95,4308.0469,5203.4614,0.955,0.06,15,195,210
1598,K4S,1,1899.95,4301.2368,5190.0962,0.787,0.455,15,210,225
1599,K4S,1,1899.95,4294.4272,5176.731,0.676,0.099,15,225,240
1600,K4S,1,1899.95,4287.6172,5163.3662,0.623,0.076,15,240,255
1601,K4S,1,1899.95,4280.8076,5150.001,0.697,0.046,15,255,270
1602,K4S,1,1899.95,4267.188,5123.2705,0.756,0.085,15,285,300
1603,K4S,1,1899.95,4260.3779,5109.9058,0.721,0.055,15,300,315
1604,K4S,1,1899.95,4253.5679,5096.5405,0.637,0.044,15,315,330
1605,K4S,1,1899.95,4246.7583,5083.1753,0.64,0.097,15,330,345
1606,K4S,1,1899.95,4239.9482,5069.8105,0.676,0.045,15,345,360
1607,K4S,1,1899.95,4233.1387,5056.4453,0.676,0.081,15,360,375
1608,K4S,1,1899.95,4226.3286,5043.0801,0.735,0.053,15,375,390
1609,K4S,1,1899.95,4219.5186,5029.7148,0.794,0.061,15,390,405
1610,K4S,1,1899.95,4212.709,5016.3501,0.695,0.085,15,405,420
1611,K4S,1,1899.95,4205.8989,5002.9849,0.635,0.044,15,420,435
1612,K4S,1,1899.95,4198.8623,4989.1743,0.646,0.049,16,435,451
1613,K5N,1,1899.95,4005.8818,5334.2168,0.56,0.025,4,11,15
1614,K5N,1,1899.95,4010.1948,5325.752,0.68,0.064,15,15,30
1615,K5N,1,1899.95,4017.0046,5312.3872,0.635,0.044,15,30,45
1616,K5N,1,1899.95,4023.8145,5299.022,0.637,0.061,15,45,60
1617,K5N,1,1899.95,4030.6243,5285.6567,0.622,0.041,15,60,75
1618,K5N,1,1899.95,4037.4341,5272.292,0.625,0.035,15,75,90
1619,K5N,1,1899.95,4044.2441,5258.9268,0.628,0.038,15,90,105
1620,K5N,1,1899.95,4051.054,5245.5615,0.686,0.069,15,105,120
1621,K5N,1,1899.95,4057.8638,5232.1963,0.746,0.056,15,120,135
1622,K5N,1,1899.95,4064.6736,5218.8315,0.591,0.04,15,135,150
1623,K5N,1,1899.95,4071.4834,5205.4663,0.648,0.043,15,150,165
1624,K5N,1,1899.95,4078.2935,5192.1011,0.846,0.15,15,165,180
1625,K5N,1,1899.95,4085.1033,5178.7358,0.711,0.058,15,180,195
1626,K5N,1,1899.95,4091.9131,5165.3711,0.646,0.103,15,195,210
1627,K5N,1,1899.95,4098.7231,5152.0059,0.639,0.068,15,210,225
1628,K5N,1,1899.95,4105.5327,5138.6406,0.76,0.081,15,225,240
1629,K5N,1,1899.95,4112.3428,5125.2759,0.704,0.077,15,240,255
1630,K5N,1,1899.95,4119.1523,5111.9106,0.586,0.04,15,255,270
1631,K5N,1,1899.95,4125.9624,5098.5454,0.604,0.061,15,270,285
1632,K5N,1,1899.95,4132.772,5085.1802,0.809,0.078,15,285,300
1633,K5N,1,1899.95,4139.582,5071.8154,0.686,0.159,15,300,315
1634,K5N,1,1899.95,4146.3921,5058.4502,0.748,0.057,15,315,330
1635,K5N,1,1899.95,4153.2017,5045.085,0.762,0.065,15,330,345
1636,K5N,1,1899.95,4160.0117,5031.7202,0.703,0.059,15,345,360
1637,K5N,1,1899.95,4166.8213,5018.355,0.761,0.067,15,360,375
1638,K5N,1,1899.95,4173.6313,5004.9897,0.897,0.379,15,375,390
1639,K5N,1,1899.95,4180.4414,4991.6245,0.689,0.084,15,390,405
1640,K5N,1,1899.95,4187.251,4978.2598,0.71,0.072,15,405,420
1641,K5N,1,1899.95,4194.061,4964.8945,0.624,0.058,15,420,435
1642,K5N,1,1899.95,4200.8706,4951.5293,0.758,0.104,15,435,450
1643,K55N32,1,1899.9399,3770.6577,5294.3081,0.76,0.05,15,0,15
1644,K55N32,1,1899.9399,3776.0332,5280.3047,0.698,0.032,15,15,30
1645,K55N32,1,1899.9399,3781.4087,5266.3008,0.692,0.044,15,30,45
1646,K55N32,1,1899.9399,3786.7842,5252.2969,0.726,0.105,15,45,60
1647,K55N32,1,1899.9399,3792.1599,5238.2935,0.828,0.174,15,60,75
1648,K55N32,1,1899.9399,3797.5354,5224.2896,0.699,0.05,15,75,90
1649,K55N32,1,1899.9399,3802.9109,5210.2861,0.718,0.078,15,90,105
1650,K55N32,1,1899.9399,3808.2864,5196.2822,0.763,0.083,15,105,120
1651,K55N32,1,1899.9399,3813.6619,5182.2783,0.774,0.121,15,120,135
1652,K55N32,1,1899.9399,3819.0374,5168.2749,0.715,0.077,15,135,150
1653,K55N32,1,1899.9399,3824.4128,5154.271,0.741,0.085,15,150,165
1654,K55N32,1,1899.9399,3829.7886,5140.2676,0.821,0.092,15,165,180
1655,K55N32,1,1899.9399,3835.1641,5126.2637,0.849,0.137,15,180,195
1656,K55N32,1,1899.9399,3840.5396,5112.2603,0.72,0.097,15,195,210
1657,K55N32,1,1899.9399,3845.915,5098.2563,0.77,0.137,15,210,225
1658,K55N32,1,1899.9399,3851.2905,5084.2524,0.843,0.125,15,225,240
1659,K55N32,1,1899.9399,3856.666,5070.249,0.76,0.107,15,240,255
1660,K55N32,1,1899.9399,3862.0415,5056.2451,0.783,0.156,15,255,270
1661,K55N32,1,1899.9399,3867.417,5042.2417,0.94,0.191,15,270,285
1662,K55N32,1,1899.9399,3872.7927,5028.2378,0.753,0.085,15,285,300
1663,K55N32,1,1899.9399,3878.1682,5014.2339,0.971,0.26,15,300,315
1664,K55N32,1,1899.9399,3883.5437,5000.2305,0.821,0.122,15,315,330
1665,K55N32,1,1899.9399,3888.9192,4986.2266,0.745,0.087,15,330,345
1666,K55N32,1,1899.9399,3894.2947,4972.2231,0.729,0.06,15,345,360
1667,K55N32,1,1899.9399,3899.6702,4958.2192,0.631,0.045,15,360,375
1668,K55N32,1,1899.9399,3905.0457,4944.2153,0.664,0.048,15,375,390
1669,K55N32,1,1899.9399,3910.4214,4930.2119,0.6,0.049,15,390,405
1670,K55N32,1,1899.9399,3915.7969,4916.208,0.674,0.068,15,405,420
1671,K55N32,1,1899.9399,3921.1724,4902.2046,0.659,0.045,15,420,435
1672,K55N32,1,1899.9399,3926.5479,4888.2007,0.678,0.057,15,435,450
1673,K55N32,1,1899.9399,3931.9233,4874.1968,0.666,0.05,15,450,465
1674,K55N32,1,1899.9399,3937.2988,4860.1934,0.687,0.039,15,465,480
1675,K55N32,1,1899.9399,3942.6743,4846.1895,0.57,0.035,15,480,495
1676,K55N32,1,1899.9399,3948.0498,4832.186,0.63,0.038,15,495,510
1677,K55N32,1,1899.9399,3953.4255,4818.1821,0.631,0.037,15,510,525
1678,K55N32,1,1899.9399,3958.801,4804.1787,0.691,0.037,15,525,540
1679,K55N32,1,1899.9399,3964.1765,4790.1748,0.662,0.041,15,540,555
1680,K55N32,1,1899.9399,3969.552,4776.1709,0.644,0.064,15,555,570
1681,K55N32,1,1899.9399,3974.9275,4762.1675,0.692,0.06,15,570,585
1682,K55N32,1,1899.9399,3980.303,4748.1636,0.849,0.048,15,585,600
1683,K55N32,1,1899.9399,3985.6785,4734.1602,0.696,0.063,15,600,615
1684,K55N32,1,1899.9399,3991.054,4720.1562,0.668,0.046,15,615,630
1685,K55N32,1,1899.9399,3996.4297,4706.1523,0.632,0.051,15,630,645
1686,K55N32,1,1899.9399,4007.1807,4678.145,0.691,0.075,15,660,675
1687,K55N32,1,1899.9399,4012.5562,4664.1416,0.625,0.05,15,675,690
1688,K55N32,1,1899.9399,4017.9316,4650.1377,0.618,0.048,15,690,705
1689,K55N32,1,1899.9399,4023.3071,4636.1338,0.64,0.048,15,705,720
1690,K55N32,1,1899.9399,4028.6826,4622.1304,0.737,0.048,15,720,735
1691,K55N32,1,1899.9399,4034.0583,4608.1265,0.691,0.065,15,735,750
1692,K55N32,1,1899.9399,4039.4338,4594.123,0.625,0.072,15,750,765
1693,K55N32,1,1899.9399,4044.8093,4580.1191,0.63,0.058,15,765,780
1694,K55N32,1,1899.9399,4049.6472,4567.5156,0.627,0.091,12,780,792
1695,K55S34,1,1899.95,3755.0112,5280.3716,0.778,0.071,13,17,30
1696,K55S34,1,1899.95,3748.6553,5267.8975,0.94,0.132,15,30,45
1697,K55S34,1,1899.95,3741.8455,5254.5322,0.667,0.118,15,45,60
1698,K55S34,1,1899.95,3735.0356,5241.167,0.639,0.069,15,60,75
1699,K55S34,1,1899.95,3728.2256,5227.8022,0.861,0.084,15,75,90
1700,K55S34,1,1899.95,3721.4158,5214.437,0.668,0.061,15,90,105
1701,K55S34,1,1899.95,3714.606,5201.0718,0.618,0.049,15,105,120
1702,K55S34,1,1899.95,3707.7961,5187.7065,0.66,0.094,15,120,135
1703,K55S34,1,1899.95,3700.9863,5174.3418,0.694,0.123,15,135,150
1704,K55S34,1,1899.95,3694.1765,5160.9766,0.62,0.047,15,150,165
1705,K55S34,1,1899.95,3687.3665,5147.6113,0.627,0.065,15,165,180
1706,K55S34,1,1899.95,3680.5566,5134.2461,0.665,0.09,15,180,195
1707,K55S34,1,1899.95,3673.7468,5120.8813,0.706,0.111,15,195,210
1708,K55S34,1,1899.95,3666.937,5107.5161,0.763,0.076,15,210,225
1709,K55S34,1,1899.95,3660.1272,5094.1509,0.696,0.095,15,225,240
1710,K55S34,1,1899.95,3653.3171,5080.7861,0.773,0.096,15,240,255
1711,K55S34,1,1899.95,3646.5073,5067.4209,0.75,0.127,15,255,270
1712,K55S34,1,1899.95,3639.6975,5054.0557,0.697,0.091,15,270,285
1713,K55S34,1,1899.95,3632.8877,5040.6904,0.793,0.107,15,285,300
1714,K55S34,1,1899.95,3626.0779,5027.3257,0.667,0.043,15,300,315
1715,K55S34,1,1899.95,3619.2681,5013.9604,0.596,0.065,15,315,330
1716,K55S34,1,1899.95,3612.458,5000.5952,0.668,0.05,15,330,345
1717,K55S34,1,1899.95,3605.6482,4987.2305,0.617,0.04,15,345,360
1718,K55S34,1,1899.95,3598.8384,4973.8652,0.648,0.051,15,360,375
1719,K55S34,1,1899.95,3592.0286,4960.5,0.634,0.046,15,375,390
1720,K55S34,1,1899.95,3585.2188,4947.1348,0.66,0.086,15,390,405
1721,K55S34,1,1899.95,3578.4087,4933.77,0.676,0.065,15,405,420
1722,K55S34,1,1899.95,3571.5989,4920.4048,0.67,0.08,15,420,435
1723,K55S34,1,1899.95,3564.7891,4907.0396,0.754,0.165,15,435,450
1724,K55S34,1,1899.95,3557.9792,4893.6743,0.83,0.251,15,450,465
1725,K55S34,1,1899.95,3551.1694,4880.3096,0.891,0.174,15,465,480
1726,K55S34,1,1899.95,3544.3596,4866.9443,0.79,0.138,15,480,495
1727,K55S34,1,1899.95,3537.5496,4853.5791,0.863,0.157,15,495,510
1728,K55S34,1,1899.95,3530.7397,4840.2144,0.779,0.162,15,510,525
1729,K55S34,1,1899.95,3523.9299,4826.8491,0.9,0.166,15,525,540
1730,K55S34,1,1899.95,3517.1201,4813.4839,0.657,0.067,15,540,555
1731,K55S34,1,1899.95,3510.3103,4800.1187,0.704,0.099,15,555,570
1732,K55S34,1,1899.95,3503.5002,4786.7539,0.717,0.152,15,570,585
1733,K55S34,1,1899.95,3496.6904,4773.3887,0.668,0.106,15,585,600
1734,K55S34,1,1899.95,3489.8806,4760.0234,0.753,0.114,15,600,615
