BHID;X;Y;Z;Rec.Massica_F14;Alumina_F14;Alumina_F14acc
1;3566.84;15552.05;89.75;64.44;53.76;3464.2944
1;3566.84;15552.05;89.25;52.98;57.73;3058.5354
1;3566.84;15552.05;88.74;49.73;47.38;2356.2074
1;3566.84;15552.05;88.32;20.07;54.46;1093.0122
2;3577.64;15352.67;89.75;79.28;56.18;4453.9504
2;3577.64;15352.67;89.34;50.39;56.4;2841.996
2;3577.64;15352.67;88.75;57.65;56.72;3269.908
3;3363;15344.55;89.75;69.26;49.48;3426.9848
3;3363;15344.55;89.31;61.22;54.8;3354.856
4;2987.38;15095.26;89.75;55.84;47.18;2634.5312
4;2987.38;15095.26;89.34;35.57;57.76;2054.5232
4;2987.38;15095.26;88.84;56.58;50.65;2865.777
4;2987.38;15095.26;88.32;44.68;55.62;2485.1016
4;2987.38;15095.26;87.88;42.29;47.65;2015.1185
4;2987.38;15095.26;87.57;51.65;52.35;2703.8775
5;3182.43;15136.29;89.75;63.32;51.05;3232.486
5;3182.43;15136.29;89.34;37.07;57.69;2138.5683
5;3182.43;15136.29;88.84;46.41;59.04;2740.0464
5;3182.43;15136.29;88.34;48.99;56.84;2784.5916
5;3182.43;15136.29;87.84;34.65;58.02;2010.393
5;3182.43;15136.29;87.34;40.72;44.82;1825.0704
5;3182.43;15136.29;86.84;52;55.35;2878.2
5;3182.43;15136.29;86.41;39.43;56.75;2237.6525
6;3384;15180.48;89.75;73.91;49.82;3682.1962
6;3384;15180.48;89.34;61.46;52.76;3242.6296
6;3384;15180.48;88.84;65.47;57.33;3753.3951
6;3384;15180.48;88.34;47.18;58.31;2751.0658
6;3384;15180.48;87.84;59.43;54.57;3243.0951
6;3384;15180.48;87.34;56.34;54.6;3076.164
6;3384;15180.48;86.84;56.71;56.93;3228.5003
6;3384;15180.48;86.43;66.1;42.44;2805.284
6;3384;15180.48;86.11;57.68;55.74;3215.0832
7;3572.77;15215.58;89.75;76.58;49.77;3811.3866
7;3572.77;15215.58;89.34;59.12;57.99;3428.3688
7;3572.77;15215.58;88.91;41.65;59.49;2477.7585
7;3572.77;15215.58;88.56;39.14;53.71;2102.2094
8;3971.81;14943.56;89.75;80.72;53.23;4296.7256
8;3971.81;14943.56;89.34;67.08;56.6;3796.728
8;3971.81;14943.56;88.78;59.89;56.19;3365.2191
8;3971.81;14943.56;88.3;32.46;45.86;1488.6156
8;3971.81;14943.56;87.99;12.22;54.63;667.5786
8;3971.81;14943.56;87.59;12.88;57.36;738.7968
9;3781.32;14944.1;89.75;79.94;53.34;4263.9996
9;3781.32;14944.1;89.34;72.27;52.5;3794.175
9;3781.32;14944.1;88.84;70.54;56.85;4010.199
9;3781.32;14944.1;88.34;68.75;56.75;3901.5625
9;3781.32;14944.1;87.84;60.13;55.04;3309.5552
9;3781.32;14944.1;87.34;66.06;56.33;3721.1598
9;3781.32;14944.1;86.84;72.9;57.98;4226.742
9;3781.32;14944.1;86.34;71.28;55.26;3938.9328
9;3781.32;14944.1;85.84;67.66;58.89;3984.4974
9;3781.32;14944.1;85.34;72.59;59.39;4311.1201
9;3781.32;14944.1;84.94;73.23;59.66;4368.9018
9;3781.32;14944.1;84.63;58.18;58.35;3394.803
10;3577.53;14953.36;89.75;77.45;52.94;4100.203
10;3577.53;14953.36;89.34;55.84;57.66;3219.7344
10;3577.53;14953.36;88.84;53.11;56.24;2986.9064
10;3577.53;14953.36;88.34;56.01;57.05;3195.3705
10;3577.53;14953.36;87.84;69.68;55.97;3899.9896
10;3577.53;14953.36;87.34;68.23;58.26;3975.0798
10;3577.53;14953.36;86.84;71.07;50.15;3564.1605
10;3577.53;14953.36;86.33;58.19;55.43;3225.4717
11;3375.13;14955.16;89.75;48.93;56.35;2757.2055
11;3375.13;14955.16;89.25;41.58;57.42;2387.5236
11;3375.13;14955.16;88.75;25.86;53.87;1393.0782
11;3375.13;14955.16;88.25;36.5;55.65;2031.225
11;3375.13;14955.16;87.75;32.38;53.29;1725.5302
11;3375.13;14955.16;87.25;24.16;54.71;1321.7936
11;3375.13;14955.16;86.85;45.28;56.63;2564.2064
12;3176.3;14948.38;89.75;49.69;53.47;2656.9243
12;3176.3;14948.38;89.34;65.67;56.58;3715.6086
12;3176.3;14948.38;88.84;57.71;58.03;3348.9113
12;3176.3;14948.38;88.34;61.43;56.34;3460.9662
12;3176.3;14948.38;87.84;69.34;53.78;3729.1052
12;3176.3;14948.38;87.2;60.34;51.12;3084.5808
12;3176.3;14948.38;86.66;53.01;44.02;2333.5002
12;3176.3;14948.38;86.35;33.48;56.39;1887.9372
13;2973.65;14946.25;89.75;89.12;54.19;4829.4128
13;2973.65;14946.25;89.34;77.19;58.9;4546.491
13;2973.65;14946.25;88.84;63.63;57.22;3640.9086
13;2973.65;14946.25;88.34;48.59;55.63;2703.0617
13;2973.65;14946.25;87.84;37.17;58.14;2161.0638
13;2973.65;14946.25;87.44;54.52;53.96;2941.8992
13;2973.65;14946.25;87.13;45.38;41.08;1864.2104
13;2973.65;14946.25;86.82;23.84;52.37;1248.5008
14;2794.4;14950.7;89.75;64.83;56.71;3676.5093
14;2794.4;14950.7;89.25;70.77;58.1;4111.737
14;2794.4;14950.7;88.75;77.14;49.82;3843.1148
14;2794.4;14950.7;88.25;52.28;57.47;3004.5316
14;2794.4;14950.7;87.78;78.96;52.41;4138.2936
14;2794.4;14950.7;87.41;44.28;55.54;2459.3112
15;2578.55;14952.81;89.75;65.1;46.15;3004.365
15;2578.55;14952.81;89.34;55.95;49.03;2743.2285
15;2578.55;14952.81;88.84;40.79;55.41;2260.1739
15;2578.55;14952.81;88.34;52.71;58.59;3088.2789
15;2578.55;14952.81;87.84;44.53;58.48;2604.1144
15;2578.55;14952.81;87.34;45.92;54.34;2495.2928
15;2578.55;14952.81;86.8;58.85;56.57;3329.1445
15;2578.55;14952.81;86.36;33.61;57.8;1942.658
15;2578.55;14952.81;86.05;40.68;56.94;2316.3192
16;2378;14953.52;89.75;44.48;57.01;2535.8048
16;2378;14953.52;89.35;43.18;58.92;2544.1656
16;2378;14953.52;88.85;40.63;58.54;2378.4802
16;2378;14953.52;88.35;46.18;57.97;2677.0546
16;2378;14953.52;87.85;44.92;55.7;2502.044
16;2378;14953.52;87.38;55.02;59.49;3273.1398
16;2378;14953.52;87.01;29.59;55.64;1646.3876
16;2378;14953.52;86.7;29.36;56.79;1667.3544
16;2378;14953.52;86.27;48.6;55.78;2710.908
17;2370.75;14746.47;89.75;57.55;54.86;3157.193
17;2370.75;14746.47;89.25;53.46;56.63;3027.4398
17;2370.75;14746.47;88.75;70.06;53.58;3753.8148
17;2370.75;14746.47;88.25;68.19;56.4;3845.916
17;2370.75;14746.47;87.75;41.05;56.06;2301.263
17;2370.75;14746.47;87.25;41.29;56.4;2328.756
17;2370.75;14746.47;86.75;32.74;55.27;1809.5398
17;2370.75;14746.47;86.25;7.25;55.3;400.925
17;2370.75;14746.47;85.78;14.5;52.56;762.12
18;2569.59;14755.66;89.75;60.4;52.75;3186.1
18;2569.59;14755.66;89.25;38.01;58.18;2211.4218
18;2569.59;14755.66;88.75;33.23;56.71;1884.4733
18;2569.59;14755.66;88.25;30.46;52.8;1608.288
18;2569.59;14755.66;87.75;26.29;53.89;1416.7681
19;2785.95;14756.52;89.75;71.9;49.62;3567.678
19;2785.95;14756.52;89.25;69.47;57.29;3979.9363
19;2785.95;14756.52;88.75;53.33;56.95;3037.1435
19;2785.95;14756.52;88.25;55.76;59.46;3315.4896
19;2785.95;14756.52;87.75;65.71;57.82;3799.3522
19;2785.95;14756.52;87.25;64.95;56.59;3675.5205
19;2785.95;14756.52;86.75;65.29;55.45;3620.3305
19;2785.95;14756.52;86.25;56.64;57.62;3263.5968
20;2971.8;14752.45;89.75;50.71;56.33;2856.4943
20;2971.8;14752.45;89.34;58.94;57.6;3394.944
20;2971.8;14752.45;88.84;56.11;58.6;3288.046
20;2971.8;14752.45;88.34;63.47;56.93;3613.3471
20;2971.8;14752.45;87.84;62.51;54.54;3409.2954
20;2971.8;14752.45;87.34;53.54;54.7;2928.638
20;2971.8;14752.45;86.84;58.31;56.99;3323.0869
20;2971.8;14752.45;86.34;57.94;57.61;3337.9234
20;2971.8;14752.45;85.84;39.8;57.37;2283.326
21;3187.43;14747.88;89.75;62.34;58.03;3617.5902
21;3187.43;14747.88;89.34;51.55;56.09;2891.4395
21;3187.43;14747.88;88.84;66.6;55.06;3666.996
21;3187.43;14747.88;88.34;69.98;53.18;3721.5364
21;3187.43;14747.88;87.84;77.32;55.22;4269.6104
21;3187.43;14747.88;87.34;72.67;55.55;4036.8185
21;3187.43;14747.88;86.84;64.23;59.28;3807.5544
21;3187.43;14747.88;86.34;58.47;57.13;3340.3911
21;3187.43;14747.88;85.91;54.2;57.74;3129.508
21;3187.43;14747.88;85.56;56.06;59.17;3317.0702
22;3389.95;14758.38;89.75;38.15;53.69;2048.2735
22;3389.95;14758.38;89.25;51.91;59.28;3077.2248
22;3389.95;14758.38;88.75;54.46;57.57;3135.2622
22;3389.95;14758.38;88.25;49.67;56.52;2807.3484
22;3389.95;14758.38;87.75;51.49;57.78;2975.0922
22;3389.95;14758.38;87.25;58;57.28;3322.24
22;3389.95;14758.38;86.84;44.56;57.57;2565.3192
23;3591.76;14750.07;89.75;62.84;55.05;3459.342
23;3591.76;14750.07;89.25;50.07;58.94;2951.1258
23;3591.76;14750.07;88.75;56.7;59.91;3396.897
23;3591.76;14750.07;88.25;48.03;54.81;2632.5243
23;3591.76;14750.07;87.8;46.72;54.32;2537.8304
24;3790.24;14751.02;89.75;44.23;52.54;2323.8442
24;3790.24;14751.02;89.34;44.91;58.51;2627.6841
24;3790.24;14751.02;88.84;50.5;58.21;2939.605
24;3790.24;14751.02;88.34;47.73;58.91;2811.7743
24;3790.24;14751.02;87.84;53.47;56.23;3006.6181
24;3790.24;14751.02;87.31;55.66;59.82;3329.5812
24;3790.24;14751.02;86.88;56.71;59.86;3394.6606
25;3983.54;14760.45;89.75;31.77;54.15;1720.3455
25;3983.54;14760.45;89.34;45.32;57.75;2617.23
25;3983.54;14760.45;88.84;53.17;60.39;3210.9363
25;3983.54;14760.45;88.34;61.71;57.78;3565.6038
25;3983.54;14760.45;87.84;70.49;54.8;3862.852
25;3983.54;14760.45;87.34;52.82;58.86;3108.9852
25;3983.54;14760.45;86.84;35.04;56.49;1979.4096
25;3983.54;14760.45;86.38;38.63;54.32;2098.3816
26;4210.67;14752.4;89.75;73.85;45;3323.25
26;4210.67;14752.4;89.34;68.13;48.89;3330.8757
26;4210.67;14752.4;88.84;52.88;55.56;2938.0128
26;4210.67;14752.4;88.34;62.67;57.06;3575.9502
26;4210.67;14752.4;87.84;51.03;57.25;2921.4675
26;4210.67;14752.4;87.34;54.32;57.43;3119.5976
27;4339.37;14550.25;89.75;59.46;53.84;3201.3264
27;4339.37;14550.25;89.25;60.78;58.15;3534.357
27;4339.37;14550.25;88.75;56.09;58.71;3293.0439
27;4339.37;14550.25;88.25;56.38;57.73;3254.8174
28;4166.98;14553.85;89.75;47.97;48.16;2310.2352
28;4166.98;14553.85;89.25;42.37;57.55;2438.3935
28;4166.98;14553.85;88.75;29.64;57.87;1715.2668
29;4015.9;14553.73;89.75;66.59;55.57;3700.4063
29;4015.9;14553.73;89.25;72.69;56.04;4073.5476
29;4015.9;14553.73;88.75;75.72;56.79;4300.1388
29;4015.9;14553.73;88.25;71.63;55.41;3969.0183
29;4015.9;14553.73;87.75;82.82;54.17;4486.3594
29;4015.9;14553.73;87.25;77.16;55.43;4276.9788
29;4015.9;14553.73;86.75;64.74;58.47;3785.3478
29;4015.9;14553.73;86.25;45.48;56.17;2554.6116
30;3788.81;14553.67;89.75;66.89;50.67;3389.3163
30;3788.81;14553.67;89.25;60.8;54.63;3321.504
30;3788.81;14553.67;88.75;58.85;57.9;3407.415
30;3788.81;14553.67;88.25;41.74;58.09;2424.6766
30;3788.81;14553.67;87.75;51.85;57.06;2958.561
30;3788.81;14553.67;87.25;59.65;55.77;3326.6805
31;3604.47;14553.6;89.75;58.61;53.12;3113.3632
31;3604.47;14553.6;89.34;49.3;56.04;2762.772
31;3604.47;14553.6;88.84;48.79;58.25;2842.0175
31;3604.47;14553.6;88.34;47.39;55.06;2609.2934
32;3386.17;14550.84;89.75;58.83;52.87;3110.3421
32;3386.17;14550.84;89.34;45.22;56.31;2546.3382
32;3386.17;14550.84;88.84;57.58;58.25;3354.035
32;3386.17;14550.84;88.34;51.3;59.08;3030.804
32;3386.17;14550.84;87.84;53.87;59.42;3200.9554
32;3386.17;14550.84;87.34;58.3;58.41;3405.303
32;3386.17;14550.84;86.86;48.14;57.32;2759.3848
32;3386.17;14550.84;86.48;38.9;57.2;2225.08
33;3174.13;14555.6;89.75;57.71;53.95;3113.4545
33;3174.13;14555.6;89.25;51.77;58.95;3051.8415
33;3174.13;14555.6;88.75;32.96;58.71;1935.0816
33;3174.13;14555.6;88.31;46.34;58.85;2727.109
33;3174.13;14555.6;87.97;31.38;57.62;1808.1156
34;2984.94;14552.52;89.75;58.11;50.04;2907.8244
34;2984.94;14552.52;89.34;63.07;56.96;3592.4672
34;2984.94;14552.52;88.84;68.29;57.56;3930.7724
34;2984.94;14552.52;88.34;71.37;59.75;4264.3575
34;2984.94;14552.52;87.84;46.34;59.54;2759.0836
34;2984.94;14552.52;87.34;43.61;57.88;2524.1468
35;2783.63;14553.96;89.75;79.92;55.03;4397.9976
35;2783.63;14553.96;89.25;87.36;57.2;4996.992
35;2783.63;14553.96;88.75;77.8;59.56;4633.768
35;2783.63;14553.96;88.25;55.26;60.4;3337.704
35;2783.63;14553.96;87.75;70.79;61.31;4340.1349
35;2783.63;14553.96;87.33;59.36;60.31;3580.0016
35;2783.63;14553.96;87;59.21;52.47;3106.7487
35;2783.63;14553.96;86.69;51.07;54.1;2762.887
36;2575.68;14554.12;89.75;62.66;50.98;3194.4068
36;2575.68;14554.12;89.25;69.74;57.08;3980.7592
36;2575.68;14554.12;88.75;60.22;60.8;3661.376
36;2575.68;14554.12;88.25;65.25;60.07;3919.5675
36;2575.68;14554.12;87.78;43.45;57.95;2517.9275
37;2376.19;14554.05;89.75;65.26;51.08;3333.4808
37;2376.19;14554.05;89.25;61.68;55.03;3394.2504
37;2376.19;14554.05;88.75;57.6;59.38;3420.288
37;2376.19;14554.05;88.25;51.5;58.36;3005.54
37;2376.19;14554.05;87.75;59.19;58.8;3480.372
37;2376.19;14554.05;87.25;59.11;56.79;3356.8569
37;2376.19;14554.05;86.64;44.55;53.09;2365.1595
38;2170.14;14559.02;89.75;62.06;52.14;3235.8084
38;2170.14;14559.02;89.34;64.67;59.58;3853.0386
38;2170.14;14559.02;88.84;69;57.7;3981.3
38;2170.14;14559.02;88.34;66.77;56.33;3761.1541
38;2170.14;14559.02;87.84;61.76;60.42;3731.5392
38;2170.14;14559.02;87.34;53.69;59.65;3202.6085
38;2170.14;14559.02;86.84;57.07;55.8;3184.506
38;2170.14;14559.02;86.34;58.51;59.31;3470.2281
38;2170.14;14559.02;85.84;56.72;57.46;3259.1312
38;2170.14;14559.02;85.27;69.38;58.08;4029.5904
38;2170.14;14559.02;84.79;45.53;57.84;2633.4552
39;1565.44;14358.63;89.75;70.54;53.24;3755.5496
39;1565.44;14358.63;89.34;75.32;59.8;4504.136
39;1565.44;14358.63;88.84;78.55;58.33;4581.8215
39;1565.44;14358.63;88.34;74.98;60.22;4515.2956
39;1565.44;14358.63;87.84;82.73;60.12;4973.7276
39;1565.44;14358.63;87.34;66.61;58.64;3906.0104
39;1565.44;14358.63;86.84;68.95;58.01;3999.7895
39;1565.44;14358.63;86.34;80.21;57.29;4595.2309
39;1565.44;14358.63;85.84;45.59;57.45;2619.1455
39;1565.44;14358.63;85.39;39.19;57.12;2238.5328
39;1565.44;14358.63;85.02;37.28;53.56;1996.7168
40;1790.21;14353.96;89.75;58.18;51.86;3017.2148
40;1790.21;14353.96;89.34;71.6;59.84;4284.544
40;1790.21;14353.96;88.84;66.92;61.02;4083.4584
40;1790.21;14353.96;88.34;42.51;60.2;2559.102
40;1790.21;14353.96;87.84;24.83;54.85;1361.9255
40;1790.21;14353.96;87.27;43.49;54.16;2355.4184
40;1790.21;14353.96;86.79;51.5;54.57;2810.355
41;1991.34;14355.03;89.75;62.84;54.41;3419.1244
41;1991.34;14355.03;89.25;66.45;56.38;3746.451
41;1991.34;14355.03;88.75;70.45;59.12;4165.004
41;1991.34;14355.03;88.25;66.2;58.73;3887.926
41;1991.34;14355.03;87.75;64.27;57.74;3710.9498
41;1991.34;14355.03;87.25;55.27;57.22;3162.5494
41;1991.34;14355.03;86.75;57.15;57.44;3282.696
41;1991.34;14355.03;86.25;49.43;58.37;2885.2291
41;1991.34;14355.03;85.75;52.7;59.85;3154.095
41;1991.34;14355.03;85.25;41.92;59.24;2483.3408
41;1991.34;14355.03;84.75;30.84;54.25;1673.07
41;1991.34;14355.03;84.11;35.67;53.67;1914.4089
42;2171.25;14356.76;89.75;77.61;54.55;4233.6255
42;2171.25;14356.76;89.34;77.54;51.6;4001.064
42;2171.25;14356.76;88.84;73.78;57.38;4233.4964
42;2171.25;14356.76;88.34;73.89;57.15;4222.8135
42;2171.25;14356.76;87.84;71.67;55.3;3963.351
42;2171.25;14356.76;87.34;70.26;55.37;3890.2962
42;2171.25;14356.76;86.84;63.08;56.54;3566.5432
43;2365.86;14353.15;89.75;71.3;51.25;3654.125
43;2365.86;14353.15;89.25;62.91;55.28;3477.6648
43;2365.86;14353.15;88.75;68.81;59.35;4083.8735
43;2365.86;14353.15;88.25;61.59;58.99;3633.1941
43;2365.86;14353.15;87.75;63.15;58.78;3711.957
43;2365.86;14353.15;87.25;49.75;56.38;2804.905
43;2365.86;14353.15;86.75;59.53;52.73;3139.0169
44;2565.87;14352.02;89.75;66.91;49.55;3315.3905
44;2565.87;14352.02;89.34;42.1;56.1;2361.81
44;2565.87;14352.02;88.84;65.03;57.21;3720.3663
44;2565.87;14352.02;88.34;57.64;58.51;3372.5164
44;2565.87;14352.02;87.84;51.69;56.56;2923.5864
44;2565.87;14352.02;87.34;53.81;53.36;2871.3016
44;2565.87;14352.02;86.84;47.34;57.8;2736.252
45;2789.08;14354.84;89.75;76.76;49.24;3779.6624
45;2789.08;14354.84;89.25;61.18;52.87;3234.5866
45;2789.08;14354.84;88.75;68.25;59.08;4032.21
45;2789.08;14354.84;88.25;63.68;58.13;3701.7184
45;2789.08;14354.84;87.75;59.56;58.05;3457.458
46;2991.4;14354.54;89.75;69.98;44.38;3105.7124
46;2991.4;14354.54;89.34;64.1;52.92;3392.172
46;2991.4;14354.54;88.84;68.23;57.57;3928.0011
46;2991.4;14354.54;88.34;58.6;59.36;3478.496
46;2991.4;14354.54;87.84;63.4;59.15;3750.11
46;2991.4;14354.54;87.34;51.55;58.94;3038.357
47;3186.99;14362.26;89.75;87.1;50.04;4358.484
47;3186.99;14362.26;89.34;83.34;51.66;4305.3444
47;3186.99;14362.26;88.84;72.17;56.04;4044.4068
47;3186.99;14362.26;88.34;75.53;55.12;4163.2136
47;3186.99;14362.26;87.84;77.07;58.89;4538.6523
47;3186.99;14362.26;87.34;73.75;59.08;4357.15
47;3186.99;14362.26;86.84;60.45;59.38;3589.521
47;3186.99;14362.26;86.34;56.59;58.5;3310.515
47;3186.99;14362.26;85.77;50.51;57.67;2912.9117
47;3186.99;14362.26;85.28;45.06;55.78;2513.4468
48;3409.9;14360.44;89.75;77.77;50.18;3902.4986
48;3409.9;14360.44;89.34;62.26;55.01;3424.9226
48;3409.9;14360.44;88.84;53.22;58.48;3112.3056
48;3409.9;14360.44;88.34;66.39;59.03;3919.0017
48;3409.9;14360.44;87.84;53.41;60.34;3222.7594
48;3409.9;14360.44;87.39;53.64;59.33;3182.4612
48;3409.9;14360.44;87.03;38.99;58.21;2269.6079
49;3585.54;14356.36;89.75;79.05;53.95;4264.7475
49;3585.54;14356.36;89.34;67.15;56.58;3799.347
49;3585.54;14356.36;88.84;70.44;59.31;4177.7964
49;3585.54;14356.36;88.34;61.17;60.51;3701.3967
49;3585.54;14356.36;87.84;65.15;57.68;3757.852
49;3585.54;14356.36;87.34;49.77;53.73;2674.1421
49;3585.54;14356.36;86.84;68.93;54.71;3771.1603
50;3780.24;14350.39;89.75;61.6;52.69;3245.704
50;3780.24;14350.39;89.25;55.66;54.65;3041.819
50;3780.24;14350.39;88.75;52.9;57.38;3035.402
50;3780.24;14350.39;88.25;51.38;57.3;2944.074
50;3780.24;14350.39;87.75;60.37;59.63;3599.8631
50;3780.24;14350.39;87.25;55.43;59.78;3313.6054
50;3780.24;14350.39;86.75;56.53;58.65;3315.4845
50;3780.24;14350.39;86.25;49.53;58.47;2896.0191
51;3978.87;14352.52;89.75;43.84;53.8;2358.592
51;3978.87;14352.52;89.25;45.47;56.85;2584.9695
51;3978.87;14352.52;88.75;62.78;56.57;3551.4646
51;3978.87;14352.52;88.25;48.25;56.41;2721.7825
52;4086.05;14349.88;89.75;67.52;54.7;3693.344
52;4086.05;14349.88;89.25;58.64;58.69;3441.5816
52;4086.05;14349.88;88.75;63.8;59.54;3798.652
52;4086.05;14349.88;88.25;53.99;59.08;3189.7292
52;4086.05;14349.88;87.75;56.15;58.65;3293.1975
53;3970.17;14152.47;89.75;59.97;56.97;3416.4909
53;3970.17;14152.47;89.25;68.72;59.51;4089.5272
54;3791.64;14150.85;89.75;63.66;53.23;3388.6218
54;3791.64;14150.85;89.25;63.28;56.34;3565.1952
54;3791.64;14150.85;88.75;57.27;57.22;3276.9894
54;3791.64;14150.85;88.17;53.17;57.69;3067.3773
55;3587.22;14147.65;89.75;41.39;50.39;2085.6421
55;3587.22;14147.65;89.25;37.99;55.33;2101.9867
55;3587.22;14147.65;88.75;41.42;52.24;2163.7808
55;3587.22;14147.65;88.25;39.04;55.37;2161.6448
56;3386.41;14153.28;89.75;59.12;52.9;3127.448
56;3386.41;14153.28;89.25;55.79;54.14;3020.4706
56;3386.41;14153.28;88.75;53.21;53.7;2857.377
56;3386.41;14153.28;88.25;63.78;51.85;3306.993
56;3386.41;14153.28;87.75;72.41;52.68;3814.5588
56;3386.41;14153.28;87.25;73.46;54.85;4029.281
56;3386.41;14153.28;86.75;67.13;57.95;3890.1835
56;3386.41;14153.28;86.25;62.55;57.22;3579.111
56;3386.41;14153.28;85.75;62.17;56.15;3490.8455
56;3386.41;14153.28;85.25;58.65;59.07;3464.4555
56;3386.41;14153.28;84.75;54.55;57.93;3160.0815
56;3386.41;14153.28;84.25;48.16;55.2;2658.432
56;3386.41;14153.28;83.75;15.51;55.1;854.601
56;3386.41;14153.28;83.25;62.41;55.29;3450.6489
56;3386.41;14153.28;82.75;59.6;57.54;3429.384
56;3386.41;14153.28;82.25;73.06;59.93;4378.4858
56;3386.41;14153.28;81.73;68.49;59.01;4041.5949
57;3198.42;14150.48;89.75;45.61;55.15;2515.3915
57;3198.42;14150.48;89.25;39.69;56.51;2242.8819
57;3198.42;14150.48;88.75;46.19;59;2725.21
57;3198.42;14150.48;88.25;64.25;61.17;3930.1725
57;3198.42;14150.48;87.75;73.59;60.35;4441.1565
57;3198.42;14150.48;87.25;67.25;57.74;3883.015
57;3198.42;14150.48;86.75;40.02;56.13;2246.3226
58;2986.64;14147.03;89.75;61.11;54.3;3318.273
58;2986.64;14147.03;89.25;53.68;59.07;3170.8776
58;2986.64;14147.03;88.75;51.75;59.98;3103.965
58;2986.64;14147.03;88.25;61.45;58.64;3603.428
58;2986.64;14147.03;87.75;65.37;58.59;3830.0283
58;2986.64;14147.03;87.25;65.37;60.24;3937.8888
58;2986.64;14147.03;86.75;54.89;58.08;3188.0112
58;2986.64;14147.03;86.25;50.44;56.49;2849.3556
59;2807.43;14155.59;89.75;49.94;46.95;2344.683
59;2807.43;14155.59;89.25;45.28;56.71;2567.8288
59;2807.43;14155.59;88.75;47.13;59.97;2826.3861
59;2807.43;14155.59;88.25;58.79;59.63;3505.6477
59;2807.43;14155.59;87.75;56.25;59.79;3363.1875
59;2807.43;14155.59;87.25;57.27;55.15;3158.4405
59;2807.43;14155.59;86.75;48.9;55.07;2692.923
59;2807.43;14155.59;86.25;57.3;57.69;3305.637
60;2569.39;14154.18;89.75;52.23;57.41;2998.5243
60;2569.39;14154.18;89.25;51.06;59.13;3019.1778
60;2569.39;14154.18;88.75;47.4;58.06;2752.044
60;2569.39;14154.18;88.25;53.61;55.71;2986.6131
61;2370.04;14160.22;89.75;67.69;57.4;3885.406
61;2370.04;14160.22;89.25;70.58;56.78;4007.5324
61;2370.04;14160.22;88.75;68.17;54.88;3741.1696
61;2370.04;14160.22;88.25;64.9;56.3;3653.87
61;2370.04;14160.22;87.75;38.5;53.73;2068.605
62;2181.77;14150.61;89.75;68.56;52.02;3566.4912
62;2181.77;14150.61;89.34;59.81;57.67;3449.2427
62;2181.77;14150.61;88.84;60.07;55.58;3338.6906
62;2181.77;14150.61;88.34;89.19;53.78;4796.6382
62;2181.77;14150.61;87.84;79.85;54.42;4345.437
62;2181.77;14150.61;87.34;78.17;54.5;4260.265
62;2181.77;14150.61;86.84;81.75;55.04;4499.52
62;2181.77;14150.61;86.34;65.79;58.18;3827.6622
62;2181.77;14150.61;85.84;74.08;56.64;4195.8912
62;2181.77;14150.61;85.34;82.37;59.13;4870.5381
62;2181.77;14150.61;84.75;58.54;58.86;3445.6644
62;2181.77;14150.61;84.26;29.4;57.12;1679.328
63;1969.81;14149.83;89.75;71.15;57.28;4075.472
63;1969.81;14149.83;89.35;75.74;57.85;4381.559
63;1969.81;14149.83;88.85;74.79;58.27;4358.0133
63;1969.81;14149.83;88.35;62.1;58.11;3608.631
63;1969.81;14149.83;87.85;64.83;57.55;3730.9665
63;1969.81;14149.83;87.35;54.86;53.93;2958.5998
63;1969.81;14149.83;86.85;67.75;55.04;3728.96
63;1969.81;14149.83;86.35;55.19;58.64;3236.3416
63;1969.81;14149.83;85.85;60.47;56.89;3440.1383
63;1969.81;14149.83;85.35;45.94;55.89;2567.5866
63;1969.81;14149.83;84.85;48.37;54.48;2635.1976
64;1771.11;14155.08;89.75;55.42;49.34;2734.4228
64;1771.11;14155.08;89.34;55.36;54.36;3009.3696
64;1771.11;14155.08;88.84;42.25;59.03;2494.0175
64;1771.11;14155.08;88.34;58.22;60;3493.2
64;1771.11;14155.08;87.84;70.37;59.66;4198.2742
64;1771.11;14155.08;87.34;46.44;55.45;2575.098
64;1771.11;14155.08;86.84;39.13;55.24;2161.5412
64;1771.11;14155.08;86.3;34.78;55.35;1925.073
65;1574.51;14143.01;89.75;55.97;48.68;2724.6196
65;1574.51;14143.01;89.25;55.36;53.81;2978.9216
65;1574.51;14143.01;88.75;44.74;58.52;2618.1848
65;1574.51;14143.01;88.17;37.36;54.42;2033.1312
66;1367.12;13946.04;89.75;59.85;50.54;3024.819
66;1367.12;13946.04;89.34;58.89;56.55;3330.2295
66;1367.12;13946.04;88.84;68.13;59.18;4031.9334
66;1367.12;13946.04;88.34;68.28;59.09;4034.6652
66;1367.12;13946.04;87.84;71;56.46;4008.66
66;1367.12;13946.04;87.25;63.99;56.91;3641.6709
66;1367.12;13946.04;86.76;51.44;56.56;2909.4464
67;1581.79;13951.75;89.75;69.65;47.25;3290.9625
67;1581.79;13951.75;89.34;74.12;54.27;4022.4924
67;1581.79;13951.75;88.84;64.17;55.59;3567.2103
67;1581.79;13951.75;88.34;62.9;54.82;3448.178
67;1581.79;13951.75;87.84;67.93;55.62;3778.2666
67;1581.79;13951.75;87.34;60.67;56.21;3410.2607
67;1581.79;13951.75;86.84;55.85;57.66;3220.311
67;1581.79;13951.75;86.34;52.2;56.67;2958.174
68;1764.64;13951.88;89.75;72.34;49.38;3572.1492
