X;Y;Z;Au
402196;93577.352;990.5;0.28
402235.438;93477.773;993.5;0.58
402235.438;93477.773;992.5;2.49
402235.438;93477.773;991.5;0.24
402230.094;93525.961;998.5;0.38
402230.094;93525.961;997.5;0.28
402190.844;93624.547;999.5;0.3
402190.844;93624.547;998.5;0.52
402190.844;93624.547;997.5;1.13
402190.844;93624.547;996.5;1.26
402190.844;93624.547;995.5;0.8
402269.719;93523.359;998.5;0.34
402269.719;93523.359;997.5;0.61
402269.719;93523.359;996.5;0.47
402234.844;93573.852;998.5;0.33
402234.844;93573.852;997.5;0.39
402234.844;93573.852;996.5;0.37
402312.031;93522.531;997.5;0.38
402312.031;93522.531;996.5;0.52
402312.031;93522.531;995.5;0.47
402275;93570.703;999.5;0.35
402275;93570.703;998.5;1.06
402275;93570.703;997.5;1.17
402275;93570.703;996.5;0.61
402275;93570.703;995.5;0.32
402275;93570.703;994.5;0.19
402275;93570.703;993.5;0.26
402275;93570.703;992.5;0.33
402314.625;93568.258;998.5;0.38
402314.625;93568.258;997.5;0.29
402314.625;93568.258;996.5;0.14
402314.625;93568.258;995.5;0.12
402314.625;93568.258;994.5;0.09
402314.625;93568.258;993.5;0.13
402314.625;93568.258;992.5;0.36
402314.625;93568.258;991.5;0.48
402293.094;93665.078;999.5;0.27
402293.094;93665.078;998.5;0.37
402293.094;93665.078;997.5;0.32
402293.094;93665.078;996.5;0.22
402293.094;93665.078;995.5;0.17
402293.094;93665.078;994.5;0.21
402293.094;93665.078;993.5;0.38
402293.094;93665.078;992.5;0.41
402257.125;93621.18;999.5;0.27
402257.125;93621.18;998.5;0.53
402257.125;93621.18;997.5;0.43
402257.125;93621.18;996.5;0.46
402257.125;93621.18;995.5;0.95
402257.125;93621.18;994.5;1.95
402257.125;93621.18;993.5;0.93
402257.125;93621.18;992.5;1.04
402257.125;93621.18;991.5;0.66
402257.125;93621.18;990.5;0.29
402253.375;93668.023;999.5;0.31
402253.375;93668.023;998.5;0.41
402253.375;93668.023;997.5;0.5
402253.375;93668.023;996.5;0.56
402253.375;93668.023;995.5;0.59
402253.375;93668.023;994.5;0.5
402253.375;93668.023;993.5;0.44
402253.375;93668.023;992.5;0.27
402253.375;93668.023;991.5;0.39
402253.375;93668.023;990.5;0.33
402213.094;93671.172;999.5;0.39
402213.094;93671.172;998.5;0.53
402213.094;93671.172;997.5;1.54
402213.094;93671.172;996.5;2.08
402213.094;93671.172;995.5;1.04
402283.688;93716.461;998.5;0.56
402283.688;93716.461;997.5;2.4
402283.688;93716.461;996.5;1.35
402283.688;93716.461;995.5;0.25
402283.688;93716.461;994.5;0.29
402249.438;93721.383;999.5;0.51
402249.438;93721.383;998.5;0.52
402249.438;93721.383;997.5;0.22
402277.625;93773.188;999.5;0.23
402277.625;93773.188;998.5;0.25
402277.625;93773.188;997.5;0.24
402277.625;93773.188;996.5;0.43
402277.625;93773.188;995.5;0.49
402277.625;93773.188;994.5;0.45
402277.625;93773.188;993.5;0.37
402006.031;93738.398;999.5;1.57
402006.031;93738.398;998.5;0.81
402006.031;93738.398;997.5;0.21
402009.906;93791.438;999.5;0.82
402009.906;93791.438;998.5;0.59
402009.906;93791.438;997.5;0.54
402009.906;93791.438;996.5;0.97
402009.906;93791.438;995.5;1.17
402009.906;93791.438;994.5;1.22
402009.906;93791.438;993.5;1.48
402009.906;93791.438;992.5;0.41
401925.031;93742.922;999.5;0.35
401925.031;93742.922;998.5;0.67
401925.031;93742.922;997.5;0.31
401927.313;93798.094;999.5;0.33
401927.313;93798.094;998.5;0.45
401927.313;93798.094;997.5;0.68
401927.313;93798.094;996.5;0.61
401927.313;93798.094;995.5;0.48
401889.125;93799.844;999.5;0.2
401848.594;93802.672;999.5;0.27
401848.594;93802.672;998.5;0.26
401848.594;93802.672;997.5;0.46
401848.594;93802.672;996.5;0.72
401848.594;93802.672;995.5;0.39
401848.594;93802.672;994.5;0.4
401848.594;93802.672;993.5;0.38
401848.594;93802.672;992.5;0.46
401848.594;93802.672;991.5;0.5
401848.594;93802.672;990.5;0.63
401884.469;93745.133;996.5;0.67
401884.469;93745.133;995.5;0.52
401884.469;93745.133;994.5;0.34
401884.469;93745.133;993.5;0.27
401965.594;93740.008;999.5;0.7
401965.594;93740.008;998.5;0.49
401965.594;93740.008;997.5;0.2
401971.906;93793.328;999.5;0.72
401971.906;93793.328;998.5;0.65
401971.906;93793.328;997.5;0.69
401971.906;93793.328;996.5;0.72
401971.906;93793.328;995.5;0.5
401971.906;93793.328;994.5;0.29
401995.125;93852.172;999.5;0.38
401995.125;93852.172;998.5;0.38
401995.125;93852.172;997.5;0.48
401995.125;93852.172;996.5;0.53
401995.125;93852.172;995.5;1.12
401995.125;93852.172;994.5;1.19
401995.125;93852.172;993.5;1.48
401995.125;93852.172;992.5;1
401995.125;93852.172;991.5;1.12
401995.125;93852.172;990.5;1.3
401995.125;93852.172;989.5;1.04
401995.125;93852.172;988.5;0.84
402010.438;93901.391;999.5;0.31
402010.438;93901.391;998.5;0.41
402010.438;93901.391;997.5;0.52
402010.438;93901.391;996.5;0.74
402010.438;93901.391;995.5;0.5
402010.438;93901.391;994.5;1.43
402010.438;93901.391;993.5;1.69
402010.438;93901.391;992.5;0.82
402010.438;93901.391;991.5;0.99
402010.438;93901.391;990.5;1.95
402010.438;93901.391;989.5;0.7
401975.531;93903.602;999.5;0.37
401975.531;93903.602;998.5;0.32
401975.531;93903.602;997.5;0.37
401975.531;93903.602;996.5;0.76
401975.531;93903.602;995.5;0.67
401975.531;93903.602;994.5;0.52
401975.531;93903.602;993.5;0.76
401975.531;93903.602;992.5;2.34
401975.531;93903.602;991.5;1.45
401975.531;93903.602;990.5;1.4
401975.531;93903.602;989.5;0.53
401955.031;93853.953;999.5;0.33
401955.031;93853.953;998.5;0.37
401955.031;93853.953;997.5;0.7
401955.031;93853.953;996.5;0.54
401955.031;93853.953;995.5;0.41
401955.031;93853.953;994.5;0.71
401955.031;93853.953;993.5;0.57
401955.031;93853.953;992.5;1.3
401955.031;93853.953;991.5;0.29
401955.031;93853.953;990.5;0.27
401955.031;93853.953;989.5;0.4
401955.031;93853.953;988.5;0.65
401937.75;93908.844;996.5;0.93
401937.75;93908.844;995.5;0.83
401937.75;93908.844;994.5;0.31
401937.75;93908.844;993.5;0.28
401937.75;93908.844;992.5;0.25
401937.75;93908.844;991.5;0.56
401937.75;93908.844;990.5;0.27
401898.25;93921.273;996.5;0.79
401898.25;93921.273;995.5;0.99
401898.25;93921.273;994.5;0.34
401911.469;93859.477;999.5;0.34
401911.469;93859.477;998.5;1.4
401911.469;93859.477;997.5;0.8
401895.281;93863.102;999.5;0.28
401895.281;93863.102;998.5;0.26
401895.281;93863.102;997.5;0.26
401895.281;93863.102;996.5;0.75
401895.281;93863.102;995.5;0.59
401895.281;93863.102;994.5;0.76
401895.281;93863.102;993.5;0.39
401895.281;93863.102;992.5;0.54
402322.563;93828.617;998.5;0.6
402322.563;93828.617;997.5;0.45
402086.281;93894.594;999.5;1.17
402086.281;93894.594;998.5;0.74
402086.281;93894.594;997.5;0.62
402086.281;93894.594;996.5;1.09
402086.281;93894.594;995.5;1.53
402086.281;93894.594;994.5;4.94
402086.281;93894.594;993.5;3.12
402086.281;93894.594;992.5;1.25
402086.281;93894.594;991.5;0.76
402086.281;93894.594;990.5;0.76
402086.281;93894.594;989.5;1.25
402086.281;93894.594;988.5;0.38
402182.75;93839.93;999.5;0.33
402182.75;93839.93;998.5;0.4
402182.75;93839.93;997.5;0.71
402182.75;93839.93;996.5;0.24
402221.375;93832.406;998.5;0.5
402221.375;93832.406;997.5;0.52
402221.375;93832.406;996.5;0.39
402221.375;93832.406;995.5;0.35
402221.375;93832.406;994.5;0.49
402221.375;93832.406;993.5;0.85
402221.375;93832.406;992.5;2.79
402221.375;93832.406;991.5;1.27
402221.375;93832.406;990.5;1.51
402291.906;93899.102;999.5;0.56
402291.906;93899.102;998.5;1.35
402291.906;93899.102;997.5;5.46
402291.906;93899.102;996.5;1.74
402051.688;94119.273;999.5;0.34
402051.688;94119.273;998.5;0.93
402051.688;94119.273;997.5;1.19
402051.688;94119.273;996.5;0.43
402069.469;94168.477;999.5;0.28
402069.469;94168.477;998.5;0.62
402069.469;94168.477;997.5;0.49
402069.469;94168.477;996.5;1.45
402069.469;94168.477;995.5;0.88
402069.469;94168.477;994.5;0.44
402069.469;94168.477;993.5;0.34
402057.75;94223.477;997.5;0.26
402057.75;94223.477;996.5;0.37
402057.75;94223.477;995.5;0.33
402057.75;94223.477;994.5;0.31
402018.313;94073.078;999.5;0.54
402018.313;94073.078;998.5;0.49
402018.313;94073.078;997.5;0.63
402018.313;94073.078;996.5;0.39
402018.313;94073.078;995.5;0.5
402018.313;94073.078;994.5;0.35
402038.469;94071.977;999.5;0.54
402038.469;94071.977;998.5;0.88
402038.469;94071.977;997.5;0.54
402038.469;94071.977;996.5;0.46
402038.469;94071.977;995.5;0.21
402011.188;94123.242;998.5;0.22
402011.188;94123.242;997.5;0.32
402011.188;94123.242;996.5;0.45
402011.188;94123.242;995.5;0.85
402011.188;94123.242;994.5;0.59
402011.188;94123.242;993.5;0.29
402011.188;94123.242;992.5;0.4
402011.188;94123.242;991.5;0.31
402030.375;94172.063;995.5;0.27
402030.375;94172.063;994.5;0.28
402030.375;94172.063;993.5;0.62
402030.375;94172.063;992.5;0.7
402030.375;94172.063;991.5;0.54
402030.375;94172.063;990.5;0.49
402030.375;94172.063;989.5;0.31
401989.688;94175.508;994.5;0.28
401989.688;94175.508;993.5;0.46
401989.688;94175.508;992.5;0.26
401989.688;94175.508;991.5;0.26
401989.688;94175.508;990.5;0.4
401989.688;94175.508;989.5;0.24
402161.531;94060.82;999.5;1.32
402161.531;94060.82;998.5;1.14
402161.531;94060.82;997.5;0.62
402230.313;94108.781;998.5;0.27
402230.313;94108.781;997.5;0.37
402210.281;94110.617;998.5;0.28
402210.281;94110.617;997.5;0.33
402099.125;94221.289;995.5;0.29
402142.188;94217.258;996.5;0.49
402142.188;94217.258;995.5;1.14
402142.188;94217.258;994.5;1.58
402142.188;94217.258;993.5;1.66
402142.188;94217.258;992.5;2.29
402142.188;94217.258;991.5;1.35
402142.188;94217.258;990.5;0.64
402174.875;94378.922;999.5;0.31
402174.875;94378.922;998.5;1.19
402174.875;94378.922;997.5;1.25
402174.875;94378.922;996.5;0.95
402174.875;94378.922;995.5;0.72
402174.875;94378.922;994.5;0.22
402180.094;94477.898;996.5;0.28
402180.094;94477.898;995.5;0.65
402180.094;94477.898;994.5;0.85
402180.094;94477.898;993.5;0.29
402131.688;94417.273;998.5;0.26
402131.688;94417.273;997.5;0.71
402131.688;94417.273;996.5;1.71
402131.688;94417.273;995.5;1.02
402131.688;94417.273;994.5;0.82
402131.688;94417.273;993.5;0.57
402131.688;94417.273;992.5;0.45
402131.688;94417.273;991.5;0.52
402131.688;94417.273;990.5;1.19
402131.688;94417.273;989.5;0.72
402141.531;94477.398;996.5;0.24
402141.531;94477.398;995.5;0.34
402141.531;94477.398;994.5;0.57
402141.531;94477.398;993.5;0.84
402156.406;94509.148;992.5;0.28
402156.406;94509.148;991.5;0.88
402156.406;94509.148;990.5;0.41
402156.406;94509.148;989.5;0.75
402156.406;94509.148;988.5;0.91
402156.406;94509.148;987.5;0.69
402156.406;94509.148;986.5;0.8
402118.563;94516.219;994.5;0.26
402118.563;94516.219;993.5;0.2
402118.563;94516.219;992.5;0.2
402118.563;94516.219;991.5;0.35
402118.563;94516.219;990.5;0.34
402118.563;94516.219;989.5;0.39
402118.563;94516.219;988.5;0.8
402118.563;94516.219;987.5;0.25
402118.563;94516.219;986.5;0.38
402118.563;94516.219;985.5;1.19
402066.813;94602.617;997.5;0.33
402066.813;94602.617;996.5;0.4
402066.813;94602.617;995.5;0.67
402066.813;94602.617;994.5;0.72
402066.813;94602.617;993.5;0.58
402066.813;94602.617;992.5;1.09
402066.813;94602.617;991.5;0.8
402066.813;94602.617;990.5;0.76
402066.813;94602.617;989.5;0.54
402066.813;94602.617;988.5;0.25
402066.813;94602.617;987.5;0.39
402066.813;94602.617;986.5;0.7
402066.813;94602.617;985.5;1.27
402066.813;94602.617;984.5;0.53
402028.469;94600.813;996.5;0.3
402028.469;94600.813;995.5;0.12
402028.469;94600.813;994.5;0.24
402028.469;94600.813;993.5;0.39
402028.469;94600.813;992.5;0.87
402028.469;94600.813;991.5;1.09
402028.469;94600.813;990.5;0.46
402028.469;94600.813;989.5;0.41
402028.469;94600.813;988.5;0.57
402028.469;94600.813;987.5;0.31
402047.531;94646.5;996.5;0.31
402047.531;94646.5;995.5;0.38
402047.531;94646.5;994.5;0.36
402047.531;94646.5;993.5;0.38
402047.531;94646.5;992.5;0.46
402047.531;94646.5;991.5;0.74
402047.531;94646.5;990.5;0.33
402047.531;94646.5;989.5;0.31
402047.531;94646.5;988.5;0.34
402047.531;94646.5;987.5;0.15
402109.594;94595.859;998.5;0.49
402109.594;94595.859;997.5;0.8
402109.594;94595.859;996.5;0.93
402109.594;94595.859;995.5;1.35
402109.594;94595.859;994.5;1.39
402109.594;94595.859;993.5;1.25
402109.594;94595.859;992.5;0.72
402070.031;94692.344;997.5;0.26
402070.031;94692.344;996.5;0.38
402070.031;94692.344;995.5;0.33
402085.375;94643.477;999.5;0.39
402085.375;94643.477;998.5;0.26
402085.375;94643.477;997.5;0.26
402085.375;94643.477;996.5;0.24
402085.375;94643.477;995.5;0.03
402085.375;94643.477;994.5;0.48
402085.375;94643.477;993.5;0.61
402085.375;94643.477;992.5;0.74
402085.375;94643.477;991.5;0.65
402085.375;94643.477;990.5;0.62
402085.375;94643.477;989.5;0.42
402085.375;94643.477;988.5;0.31
402121.094;94723.227;996.5;1.4
402121.094;94723.227;995.5;2.44
402121.094;94723.227;994.5;0.97
402121.094;94723.227;993.5;0.3
402121.094;94723.227;992.5;0.1
402121.094;94723.227;991.5;0.25
402121.094;94723.227;990.5;0.62
402112.25;94642.102;999.5;0.29
402112.25;94642.102;998.5;0.49
402112.25;94642.102;997.5;0.62
402112.25;94642.102;996.5;1.19
402112.25;94642.102;995.5;0.95
402112.25;94642.102;994.5;1.04
402112.25;94642.102;993.5;0.85
402112.25;94642.102;992.5;0.59
402173.031;94264.922;997.5;0.37
402173.031;94264.922;996.5;0.34
402173.031;94264.922;995.5;0.12
402173.031;94264.922;994.5;0.37
402173.031;94264.922;993.5;0.65
402173.031;94264.922;992.5;0.31
402197.125;94509.453;989.5;0.25
402197.125;94509.453;988.5;0.54
402197.125;94509.453;987.5;0.37
402197.125;94509.453;986.5;0.39
402197.125;94509.453;985.5;0.45
402149.594;94595.172;999.5;0.46
402149.594;94595.172;998.5;0.49
402149.594;94595.172;997.5;1.12
402149.594;94595.172;996.5;1.22
402149.594;94595.172;995.5;1.48
402149.594;94595.172;994.5;1.61
402149.594;94595.172;993.5;0.88
402149.594;94595.172;992.5;0.36
402149.594;94595.172;991.5;0.3
402236.25;94506.594;987.5;0.34
402236.25;94506.594;986.5;3.02
402236.25;94506.594;985.5;0.25
402236.25;94506.594;984.5;0.47
402236.25;94506.594;983.5;0.31
402236.25;94506.594;982.5;8.07
402267.75;94496.219;988.5;0.25
402267.75;94496.219;987.5;0.75
402267.75;94496.219;986.5;0.62
402267.75;94496.219;985.5;0.24
402217.156;94213.539;997.5;0.41
402217.156;94213.539;996.5;1.12
402217.156;94213.539;995.5;0.8
402250.281;94259.68;996.5;0.3
402237.688;94211.398;999.5;0.25
402237.688;94211.398;998.5;0.38
402208.094;94261.461;996.5;0.22
402208.094;94261.461;995.5;0.37
402208.094;94261.461;994.5;0.38
402221.375;94716.969;999.5;0.21
402221.375;94716.969;998.5;0.68
402221.375;94716.969;997.5;0.96
402221.375;94716.969;996.5;0.72
402221.375;94716.969;995.5;0.76
402221.375;94716.969;994.5;0.5
402221.375;94716.969;993.5;0.26
402221.375;94716.969;992.5;0.27
402221.375;94716.969;991.5;0.36
402258.594;94714.242;999.5;1.09
402258.594;94714.242;998.5;0.93
402258.594;94714.242;997.5;0.81
402258.594;94714.242;996.5;0.54
402258.594;94714.242;995.5;0.32
402258.594;94714.242;994.5;0.27
402258.594;94714.242;993.5;0.19
402258.594;94714.242;992.5;0.1
402258.594;94714.242;991.5;0.36
402258.594;94714.242;990.5;0.52
402258.594;94714.242;989.5;0.57
402258.594;94714.242;988.5;0.81
402258.594;94714.242;987.5;0.83
402258.594;94714.242;986.5;1.48
402258.594;94714.242;985.5;0.76
402259.625;97017.891;999.567;0.96
402260.125;97017.891;998.701;2.05
402260.625;97017.891;997.835;1.09
402261.125;97017.891;996.969;1.22
402261.625;97017.891;996.103;0.72
402262.125;97017.891;995.237;0.38
402262.625;97017.891;994.371;0.31
402263.125;97017.891;993.505;0.21
402263.625;97017.891;992.639;0.32
402231.438;97019.438;999.567;0.27
402231.938;97019.438;998.701;0.5
402232.438;97019.438;997.835;2.03
402232.938;97019.438;996.969;1.92
402233.438;97019.438;996.103;0.75
402233.938;97019.438;995.237;0.37
402234.438;97019.438;994.371;0.33
402231.438;97021.453;999.567;0.28
402231.938;97021.453;998.701;0.75
402232.438;97021.453;997.835;2.18
402232.938;97021.453;996.969;1.48
402233.438;97021.453;996.103;0.83
402233.938;97021.453;995.237;0.41
402206.438;97021.008;999.5;0.2
402206.438;97021.008;998.5;0.41
402206.438;97021.008;997.5;1.22
402206.438;97021.008;996.5;0.52
402253.031;95797.633;996.5;0.22
402253.031;95797.633;995.5;0.2
402253.031;95797.633;994.5;0.25
402170.25;95747.07;995.5;0.53
402170.25;95747.07;994.5;1.25
402170.25;95747.07;993.5;0.72
402170.25;95747.07;992.5;0.52
402170.25;95747.07;991.5;0.55
402170.25;95747.07;990.5;0.34
402201.844;95743.344;995.5;0.83
402201.844;95743.344;994.5;0.25
402133.906;95804.938;993.5;0.21
402133.906;95804.938;992.5;0.46
402117.281;95750.039;995.5;1.17
402117.281;95750.039;994.5;0.54
402117.281;95750.039;993.5;0.65
402117.281;95750.039;992.5;0.46
402117.281;95750.039;991.5;0.37
402117.281;95750.039;990.5;0.24
402117.281;95750.039;989.5;0.26
402093.594;95808.063;994.5;0.13
402127.688;95700.773;998.5;0.67
402127.688;95700.773;997.5;1.12
402127.688;95700.773;996.5;0.4
402087.969;95702.492;997.5;0.61
402087.969;95702.492;996.5;1.12
402087.969;95702.492;995.5;0.87
402087.969;95702.492;994.5;0.48
402245.75;95689.109;998.5;0.32
402245.75;95689.109;997.5;1.3
402245.75;95689.109;996.5;0.25
402206.719;95693.578;997.5;0.29
402206.719;95693.578;996.5;0.78
402206.719;95693.578;995.5;1.19
402206.719;95693.578;994.5;0.45
402206.719;95693.578;993.5;0.13
402206.719;95693.578;992.5;0.23
402206.719;95693.578;991.5;0.27
402167.438;95696.891;997.5;0.71
402167.438;95696.891;996.5;1.04
402167.438;95696.891;995.5;0.69
402212.406;95798.508;996.5;0.82
402212.406;95798.508;995.5;0.14
402212.406;95798.508;994.5;0.12
402212.406;95798.508;993.5;0.21
402212.406;95798.508;992.5;0.18
402212.406;95798.508;991.5;0.33
402212.406;95798.508;990.5;0.35
402212.406;95798.508;989.5;0.49
402212.406;95798.508;988.5;0.39
402174.813;95801.453;997.5;0.3
402174.813;95801.453;996.5;0.87
402174.813;95801.453;995.5;0.84
402174.813;95801.453;994.5;0.93
402174.813;95801.453;993.5;0.69
402199.438;95950.094;999.5;0.93
402199.438;95950.094;998.5;1.12
402199.438;95950.094;997.5;1.3
402199.438;95950.094;996.5;0.87
402199.438;95950.094;995.5;0.32
402199.438;95950.094;994.5;0.25
402199.438;95950.094;993.5;0.25
402119.313;95987.328;998.5;0.41
402119.313;95987.328;997.5;0.4
402119.313;95987.328;996.5;0.91
402126.719;95950.273;998.5;0.45
402126.719;95950.273;997.5;0.79
402126.719;95950.273;996.5;0.66
402159.438;95950.117;998.5;0.48
402159.438;95950.117;997.5;0.82
402159.438;95950.117;996.5;0.75
402159.438;95950.117;995.5;0.34
402178;95982.281;998.5;0.52
402178;95982.281;997.5;0.71
402178;95982.281;996.5;0.69
402178;95982.281;995.5;0.58
402178;95982.281;994.5;0.39
402149.25;95982.82;999.5;0.62
402149.25;95982.82;998.5;0.82
402149.25;95982.82;997.5;0.83
402149.25;95982.82;996.5;0.71
402121.156;96023.281;998.5;0.3
402121.156;96023.281;997.5;0.5
402121.156;96023.281;996.5;0.46
402195.125;96017.203;999.5;0.72
402195.125;96017.203;998.5;0.32
402195.125;96017.203;997.5;0.31
402195.125;96017.203;996.5;0.64
402195.125;96017.203;995.5;0.48
402195.125;96017.203;994.5;0.7
402363.813;96065.703;996.5;0.26
402381.594;96139.188;998.5;0.32
402381.594;96139.188;997.5;0.25
402390.844;96179.953;999.5;0.46
402390.844;96179.953;998.5;0.71
402390.844;96179.953;997.5;0.56
402207.969;95980.961;999.5;0.5
402207.969;95980.961;998.5;0.71
402207.969;95980.961;997.5;1.17
402207.969;95980.961;996.5;1.14
402207.969;95980.961;995.5;1.06
402207.969;95980.961;994.5;0.5
402187.531;96084.891;999.5;0.29
402187.531;96084.891;998.5;0.39
402187.531;96084.891;997.5;0.26
402187.531;96084.891;996.5;0.14
402103.438;95910.063;999.5;0.65
402103.438;95910.063;998.5;0.78
402103.438;95910.063;997.5;0.41
402142.625;95903.352;998.5;0.88
402142.625;95903.352;997.5;0.59
402182.813;95903.313;999.5;0.36
402182.813;95903.313;998.5;0.76
402182.813;95903.313;997.5;0.71
402182.813;95903.313;996.5;0.32
402182.813;95903.313;995.5;0.27
402182.813;95903.313;994.5;0.22
402182.813;95903.313;993.5;2.6
402182.813;95903.313;992.5;0.26
402262.438;95897.906;998.5;0.26
402262.438;95897.906;997.5;0.3
402262.438;95897.906;996.5;0.28
402262.438;95897.906;995.5;0.33
402262.438;95897.906;994.5;0.48
402262.438;95897.906;993.5;0.62
402262.438;95897.906;992.5;0.39
402262.438;95897.906;991.5;1
402262.438;95897.906;990.5;1.17
402262.438;95897.906;989.5;0.74
402281.438;95894.781;997.5;0.27
402281.438;95894.781;996.5;1.74
402281.438;95894.781;995.5;5.59
402281.438;95894.781;994.5;0.59
402281.438;95894.781;993.5;0.29
402281.438;95894.781;992.5;0.14
402066.406;95866.813;999.5;0.23
402066.406;95866.813;998.5;0.15
402066.406;95866.813;997.5;0.25
402066.406;95866.813;996.5;1.22
402066.406;95866.813;995.5;0.89
402147.031;95862.961;999.5;0.71
402147.031;95862.961;998.5;0.83
402147.031;95862.961;997.5;0.38
402147.031;95862.961;996.5;0.26
402147.031;95862.961;995.5;0.26
402234.094;96294.406;999.5;0.39
402234.094;96294.406;998.5;0.36
402234.094;96294.406;997.5;0.32
402234.094;96294.406;996.5;0.97
402234.094;96294.406;995.5;0.95
402234.094;96294.406;994.5;1.25
402234.094;96294.406;993.5;1.27
402234.094;96294.406;992.5;0.46
402234.094;96294.406;991.5;0.67
402220.625;96410.32;998.5;0.25
402262.906;96406.641;999.5;0.78
402262.906;96406.641;998.5;0.56
402243.75;96448.25;998.5;0.31
402294.969;96444.992;999.5;0.19
402294.969;96444.992;998.5;0.67
402294.969;96444.992;997.5;1.22
402294.969;96444.992;996.5;0.31
402352.563;96494.609;999.5;0.78
402352.563;96494.609;998.5;1.14
402352.563;96494.609;997.5;0.65
402283.156;96500.18;997.5;0.29
402283.156;96500.18;996.5;0.72
402382.719;96399.898;999.5;0.37
402382.719;96399.898;998.5;0.33
402382.719;96399.898;997.5;1.43
402382.719;96399.898;996.5;2.14
402382.719;96399.898;995.5;0.63
402353.125;96591.492;999.5;0.21
402353.125;96591.492;998.5;0.45
402319.875;96597.18;999.5;0.25
402319.875;96597.18;998.5;1.38
402319.875;96597.18;997.5;1.77
402319.875;96597.18;996.5;0.34
402286.688;96600.102;997.5;0.5
402268.813;96550.969;999.5;0.24
402268.813;96550.969;998.5;0.65
402268.813;96550.969;997.5;0.09
402299.125;96550.633;999.5;0.71
402299.125;96550.633;998.5;1.25
402299.125;96550.633;997.5;0.24
402299.125;96550.633;996.5;0.15
402328.625;96547.227;999.5;2.73
402328.625;96547.227;998.5;0.93
402328.625;96547.227;997.5;0.21
402328.625;96547.227;996.5;0.14
402422.094;96396.141;999.5;0.39
402422.094;96396.141;998.5;0.31
402415;96435.758;999.5;0.39
402415;96435.758;998.5;0.58
402415;96435.758;997.5;0.21
402415;96435.758;996.5;0.67
402381.813;96493.641;999.5;0.63
402381.813;96493.641;998.5;0.82
402356.75;96542.773;999.5;0.56
402356.75;96542.773;998.5;0.76
402378.844;96438.008;999.5;0.35
402378.844;96438.008;998.5;0.99
402378.844;96438.008;997.5;3.9
402378.844;96438.008;996.5;1.17
402404.094;96283.922;998.5;0.29
402404.094;96283.922;997.5;0.22
402404.094;96283.922;996.5;0.52
402396.75;96330.969;999.5;0.25
402396.75;96330.969;998.5;0.45
402396.75;96330.969;997.5;0.76
402396.75;96330.969;996.5;0.48
402396.031;96356.352;999.5;0.69
402396.031;96356.352;998.5;0.49
402396.031;96356.352;997.5;1.04
402396.031;96356.352;996.5;0.38
402372.469;96294.547;998.5;0.75
402372.469;96294.547;997.5;0.38
402372.469;96294.547;996.5;0.14
402363.313;96330.883;999.5;0.33
402363.313;96330.883;998.5;1.12
402363.313;96330.883;997.5;0.61
402389.75;96233.906;999.5;0.31
402389.75;96233.906;998.5;0.4
402389.75;96233.906;997.5;0.8
402389.75;96233.906;996.5;0.41
402428.719;96175.742;997.5;0.31
402428.719;96175.742;996.5;0.28
402199.125;96833.773;997.5;0.54
402329.156;96762.094;999.5;0.27
402329.156;96762.094;998.5;0.91
402329.156;96762.094;997.5;0.01
402329.156;96762.094;996.5;0.22
402329.156;96762.094;995.5;0.32
402299.313;96759.18;999.5;0.19
402299.313;96759.18;998.5;0.45
402299.313;96759.18;997.5;0.74
402299.313;96759.18;996.5;0.46
402299.313;96759.18;995.5;0.43
402299.313;96759.18;994.5;0.33
402258.125;96778.031;998.5;0.97
402258.125;96778.031;997.5;0.34
402258.125;96778.031;996.5;0.21
402258.125;96778.031;995.5;0.06
402258.125;96778.031;994.5;0.38
402258.125;96778.031;993.5;0.09
402258.125;96778.031;992.5;0.05
402241.438;96827.367;998.5;0.52
402241.438;96827.367;997.5;0.3
402241.438;96827.367;996.5;0.18
402241.438;96827.367;995.5;0.41
402241.438;96827.367;994.5;0.37
402293.156;95940.438;999.59;0.37
402293.75;95940.438;998.771;0.54
402294.313;95940.438;997.952;0.84
402294.875;95940.438;997.133;0.93
402243.313;96010.594;999.53;1.4
402243.656;96010.594;998.59;3.25
402334.5;95972.859;999.567;0.93
402335;95972.859;998.701;0.36
402335.5;95972.859;997.835;0.61
402336;95972.859;996.969;0.42
402336.5;95972.859;996.103;0.37
402334.281;96041.57;999.567;1.35
402334.781;96041.57;998.701;1.27
402335.281;96041.57;997.835;1.12
402335.781;96041.57;996.969;0.46
402336.281;96041.57;996.103;0.05
402336.781;96041.57;995.237;0.39
402337.281;96041.57;994.371;0.29
402199.75;94062.492;999.567;0.45
402199.25;94062.492;998.701;0.41
402186;94749.18;998.5;0.09
402186;94749.18;997.5;0.13
402186;94749.18;996.5;0.23
402186;94749.18;995.5;0.47
402259;94743.031;999.5;1.1
402259;94743.031;998.5;0.78
402259;94743.031;997.5;0.61
402259;94743.031;996.5;1.2
402259;94743.031;995.5;0.19
402259;94743.031;994.5;0.16
402091.031;94647.813;998.5;0.28
402091.031;94647.813;997.5;0.58
402091.031;94647.813;996.5;0.71
402128.906;94642.117;999.5;0.53
402128.906;94642.117;998.5;0.56
402128.906;94642.117;997.5;1.5
402128.906;94642.117;996.5;0.74
402128.906;94642.117;995.5;3.66
402128.906;94642.117;994.5;0.64
402128.906;94642.117;993.5;0.48
402128.906;94642.117;992.5;0.56
