X;Y;Z;Au
402169.594;94248.5;996.5;0.21
402169.594;94248.5;995.55;0.54
402169.813;93799.203;999.5;0.77
402169.813;93799.203;998.5;0.54
402169.813;93799.203;997.5;0.3
402169.813;93799.203;996.9;0.28
402174.594;93807.172;999.5;1.03
402174.594;93807.172;998.75;0.96
402020.188;93684.641;999.5;0.41
402020.188;93684.641;998.5;0.59
402021.406;93673.297;999.5;0.41
402021.406;93673.297;998.5;0.79
402021.406;93673.297;997.8;0.9
402024.594;93665.156;999.5;0.95
402024.594;93665.156;998.5;0.96
402024.594;93665.156;997.5;0.96
402024.594;93665.156;995.75;0.67
402025.188;93656.203;999.5;0.61
402025.188;93656.203;998.5;0.42
402025.188;93656.203;997.5;0.49
402025.188;93656.203;996.5;1.26
402025.188;93656.203;995.65;0.85
402051.813;93602.43;999.5;0.31
402051.813;93602.43;998.9;0.42
402047.125;93609.391;999.5;0.38
402047.125;93609.391;998.5;0.36
402047.125;93609.391;997.5;0.67
402047.125;93609.391;996.7;1.35
402043.125;93617.422;999.5;0.31
402043.125;93617.422;998.5;0.58
402043.125;93617.422;997.5;0.82
402108.813;93523.258;998.5;0.56
402108.813;93523.258;997.9;1.15
402121.594;93472.578;998.5;0.33
402126.875;93466.227;998.5;0.36
402126.875;93466.227;997.5;0.42
401908.688;93770.156;999.564;0.19
401908.063;93769.359;999.529;0.17
401907.5;93768.563;999.494;0.18
401906.875;93767.766;999.459;0.22
401906.313;93766.969;999.424;0.23
401905.688;93766.172;999.389;0.16
401905.125;93765.375;999.354;0.29
401904.5;93764.578;999.319;0.17
401903.938;93763.781;999.284;0.08
401903.313;93762.984;999.249;0.27
402253.125;93342.859;999.5;0.28
402253.125;93342.859;998.5;0.26
402253.125;93342.859;997.5;0.15
402253.125;93342.859;996.75;0.24
402282.594;93338.867;999.5;0.4
402282.594;93338.867;998.75;0.9
402302;93295.25;999.5;0.89
402302;93295.25;998.65;0.72
402041.688;93570.781;999.5;1.21
402041.688;93570.781;998.5;0.26
402041.688;93570.781;997.8;0.68
402041.125;93565.938;999.5;0.4
402041.125;93565.938;998.55;0.57
402040.875;93560.508;999.5;0.26
402040.875;93560.508;998.5;0.24
402173.594;93429.203;997.6;0.27
402206.469;94089.078;999.5;0.71
402206.469;94089.078;998.5;1.02
402206.469;94089.078;997.5;0.88
402223;94090.602;999.5;0.27
402223;94090.602;998.5;0.6
402235.281;94089.789;999.5;0.19
402235.281;94089.789;998.5;0.2
402235.281;94089.789;997.5;0.27
402212.719;94192.539;998.525;0.49
402187.813;94195.563;999.5;0.19
402187.813;94195.563;998.5;1.19
402187.813;94195.563;997.85;1.33
402151.469;94042.109;999.094;0.33
402152.406;94042.266;998.835;0.58
402153.344;94042.438;998.577;0.21
402154.281;94042.594;998.318;0.2
402155.219;94042.766;998.059;0.28
402156.156;94042.922;997.8;0.61
402157.094;94043.094;997.542;4.45
402136.406;94046.43;999.5;0.53
402136.406;94046.43;998.5;1
402136.406;94046.43;997.6;0.49
402142.094;94044.031;999.5;0.64
402142.094;94044.031;998.5;0.32
402142.094;94044.031;997.5;0.29
402170.875;94040.133;999.5;0.82
402170.875;94040.133;998.5;2.05
402170.875;94040.133;997.5;2.9
402170.875;94040.133;996.5;0.82
402170.875;94040.133;995.8;0.66
402192.469;94036.813;999.5;0.66
402192.469;94036.813;998.5;1.21
402192.469;94036.813;997.5;0.67
402192.469;94036.813;996.85;0.49
402230;94091.109;999.5;0.52
402230;94091.109;998.5;0.53
402230;94091.109;997.5;0.28
402235.406;94089.742;999.5;0.17
402235.406;94089.742;998.5;0.17
402235.406;94089.742;997.5;0.43
402255.594;93746.07;999.4;0.27
402237.813;93739.672;999.35;0.24
402027.938;93874.281;999.483;1.3
402028.313;93874.281;998.403;1.26
402028.688;93874.281;997.37;0.65
402029.063;93874.281;996.43;0.31
402083.688;94042.563;999.53;1.85
402084.063;94042.484;998.59;0.77
402084.375;94042.391;997.651;0.71
402084.75;94042.313;996.711;0.31
402085.063;94042.219;995.771;0.71
402085.438;94042.141;994.832;0.5
402085.75;94042.047;993.892;1.01
402086.125;94041.969;992.952;0.55
402086.438;94041.875;992.013;0.41
402086.813;94041.797;991.073;0.3
402087.125;94041.703;990.133;0.42
402087.5;94041.625;989.193;0.62
402087.813;94041.531;988.254;0.43
402088.188;94041.453;987.314;0.31
402088.5;94041.359;986.374;0.43
402070.438;93562.891;999.53;2.6
402070.75;93562.891;998.59;0.78
402071.125;93562.891;997.651;0.66
402071.438;93562.891;996.711;2.19
402071.813;93562.891;995.771;1.36
402057.438;93951.688;999.765;0.22
402057.719;93951.688;999.013;0.35
402058.094;93951.688;997.98;0.44
402058.469;93951.688;996.947;0.35
402059.625;93871.969;999.675;1.52
402060;93871.969;999.027;1.66
402060.438;93871.969;998.27;0.73
402060.938;93871.969;997.407;1.04
402061.438;93871.969;996.544;0.97
402070.469;93563.578;999.517;0.57
402070.219;93563.578;998.551;1.18
402069.969;93563.578;997.586;2.41
402069.719;93563.578;996.621;1.11
402069.469;93563.578;995.656;0.86
402069.219;93563.578;994.691;0.53
402019.406;93655.813;999.591;0.94
402020;93655.813;998.775;0.35
402018.25;93653.859;999.5;1.01
402018.25;93653.859;998.425;0.62
402123.344;93458.977;999.567;0.42
402123.844;93458.977;998.702;0.42
402124.344;93458.977;997.838;0.48
402124.844;93458.977;996.974;0.52
402125.344;93458.977;996.112;0.35
402125.844;93458.977;995.249;0.25
402126.344;93458.984;994.388;0.48
402126.719;93458.984;993.742;0.33
402087.063;93464.102;998.497;0.5
402087.375;93464.102;997.652;0.32
402087.75;93464.102;996.714;0.7
402088.063;93464.102;995.776;0.68
402088.438;93464.109;994.839;0.72
402088.75;93464.109;993.901;1.68
402089.125;93464.125;992.965;1.02
402089.438;93464.125;992.028;0.38
402089.813;93464.141;991.092;0.23
402056.125;93463.859;997.51;1.09
402056.188;93463.859;996.514;1.85
402056.313;93463.859;995.517;1.75
402056.375;93463.859;994.521;1.02
402056.5;93463.859;993.525;0.35
402067.438;94100.383;999.517;1.62
402067.656;94100.383;998.6;1.95
402067.875;94100.383;997.827;1.76
402068.063;94100.383;997.103;1.63
402068.313;94100.383;996.33;0.62
402068.469;94100.383;995.703;0.25
402245.906;94745.461;998.641;0.39
402246.344;94745.461;997.736;0.72
402246.781;94745.461;996.831;0.47
402247.219;94745.461;995.927;0.37
402247.656;94745.461;995.023;0.31
402248.094;94745.461;994.12;0.22
402248.531;94745.461;993.217;0.4
402248.969;94745.461;992.314;0.17
402323.031;96007.852;999.551;0.82
402322.594;96007.852;998.652;1.13
402322.156;96007.852;997.754;1.08
402321.719;96007.852;996.857;0.87
402321.281;96007.852;995.959;1.45
402320.844;96007.852;995.062;0.75
402320.438;96007.852;994.277;0.31
402320.063;96007.852;993.492;0.15
402319.688;96007.852;992.753;0.12
402274.813;94744.172;999.567;0.34
402275.313;94744.172;998.701;0.38
402275.813;94744.172;997.835;0.38
402276.313;94744.172;996.969;0.38
402276.813;94744.172;996.103;0.27
402300.813;96408.039;999.497;0.96
402301.313;96408.039;998.744;1.7
402301.75;96408.039;998.075;2.3
402302.344;96408.039;997.156;4.83
402302.969;96408.039;996.238;1.38
402303.531;96408.039;995.404;0.3
402304.094;96408.039;994.572;0.3
402304.656;96408.039;993.74;0.08
402060.969;93950.93;999.591;0.34
402061.531;93950.93;998.774;0.3
402294.969;96498.727;999.524;0.26
402295.5;96498.727;998.617;0.12
402296;96498.727;997.754;5.24
402296.5;96498.727;996.893;1.2
402297;96498.727;996.033;1.02
402297.5;96498.727;995.217;0.57
402050.188;94104.031;999.579;0.39
402050.813;94104.031;998.814;0.58
402051.438;94104.031;998.088;0.35
402052.125;94104.031;997.324;0.55
402052.75;94104.031;996.561;0.5
402053.438;94104.031;995.799;0.46
402054.063;94104.031;995.037;0.27
402054.75;94104.031;994.276;0.33
402055.375;94104.031;993.516;0.32
402038.469;93607.539;999.42;1.08
402038.75;93607.539;998.455;1.82
402038.969;93607.539;997.586;1.68
402039.219;93607.539;996.62;1.85
402039.469;93607.539;995.655;2.03
402039.719;93607.539;994.689;2.01
402039.969;93607.539;993.724;0.6
402037.313;93565.891;999.4;0.19
402037.313;93565.891;998.4;0.25
402037.313;93565.891;997.5;0.46
402037.313;93565.891;996.5;0.56
402037.313;93565.891;995.5;0.55
402037.313;93565.891;994.5;0.87
402037.313;93565.891;993.5;2.34
402037.313;93565.891;992.5;1.05
402037.313;93565.891;991.5;1.47
402049.813;93514.594;997.689;0.39
402050.344;93514.594;996.834;0.6
402050.875;93514.594;995.979;0.63
402051.438;93514.594;995.126;0.64
402051.938;93514.594;994.273;0.78
402052.438;93514.594;993.505;0.94
402052.875;93514.594;992.739;1.79
402053.438;93514.594;991.887;0.96
402053.938;93514.594;991.036;0.81
402072.031;93511.492;999.524;0.26
402072.563;93511.492;998.614;0.29
402073.063;93511.492;997.748;0.42
402073.563;93511.492;996.882;0.83
402074.063;93511.492;996.016;0.64
402074.563;93511.492;995.15;0.75
402075.063;93511.492;994.284;1.08
402075.563;93511.492;993.418;1.21
402076;93511.492;992.639;1.21
402076.344;93511.492;992.076;1.42
402076.625;93511.492;991.556;0.5
402077.063;93511.492;990.82;1.42
402106.156;93509.039;999.524;0.36
402106.688;93509.039;998.614;0.5
402107.188;93509.039;997.748;0.43
402107.688;93509.039;996.882;0.61
402108.188;93509.039;996.016;0.62
402108.688;93509.039;995.15;0.75
402109.188;93509.039;994.284;0.68
402109.688;93509.039;993.418;0.56
402110.188;93509.039;992.552;0.61
402110.656;93509.039;991.729;1.69
402111;93509.039;991.123;1.59
402263.688;96444.57;999.48;0.34
402264.094;96444.57;998.393;0.35
402313.688;94687.961;997.642;0.27
402313.188;94687.961;996.77;0.36
402312.688;94687.961;995.899;0.35
402274.344;96291.148;999.567;1.25
402282.406;96442.859;999.524;0.09
402282.938;96442.859;998.614;0.25
402283.313;96442.859;997.965;0.26
402283.75;96442.859;997.185;0.36
402256.563;96292.188;999.506;1.2
402257;96292.188;998.563;0.48
402208.656;94186.313;999.504;0.2
402208.531;94186.313;998.512;0.71
402208.406;94186.313;997.519;1.44
402208.281;94186.313;996.527;1.18
402208.156;94186.313;995.536;0.35
402208;94186.313;994.495;0.54
402072.719;94196.828;998.614;0.35
402073.219;94196.828;997.748;0.45
402073.719;94196.828;996.882;0.47
402074.188;94196.828;996.06;0.25
402074.563;94196.828;995.367;0.14
402170;94285.258;996.107;0.45
402164.75;94428.398;999.586;1.12
402165.188;94428.32;998.575;1.17
402165.594;94428.25;997.564;0.48
402166;94428.188;996.692;0.22
402166.375;94428.109;995.775;0.15
402166.813;94428.047;994.858;0.13
402131.25;94546.844;997.068;0.28
402131.813;94546.844;996.231;0.23
402132.375;94546.844;995.394;0.3
402132.938;94546.836;994.516;0.81
402133.563;94546.836;993.597;2.04
402134.125;94546.828;992.719;0.72
402164.063;94428.602;999.458;1.14
402164.25;94428.57;998.424;2.16
402164.406;94428.539;997.44;0.92
402164.563;94428.516;996.554;0.68
402164.688;94428.484;995.791;0.36
402164.844;94428.461;994.905;0.2
402094.125;94549.242;999.559;0.11
402094.563;94549.242;998.677;0.1
402095.156;94549.242;997.598;0.16
402095.75;94549.242;996.499;0.23
402096.25;94549.242;995.598;0.58
402096.688;94549.242;994.72;0.71
402097.188;94549.242;993.843;0.43
402268.688;93940.891;999.567;3.78
402269.188;93940.891;998.701;5.88
402269.719;93940.891;997.792;1.43
402270.25;93940.891;996.884;0.36
402270.75;93940.891;996.018;0.25
402271.25;93940.891;995.153;0.59
402271.75;93940.891;994.289;0.59
402272.281;93940.891;993.359;0.61
402107.844;94693.188;997.736;0.25
402108.281;94693.188;996.831;0.54
402108.719;94693.188;995.927;0.62
402109.156;94693.188;995.023;0.46
402109.594;94693.188;994.12;0.33
402169.219;94812.398;997.124;0.26
402169.688;94812.398;996.106;0.58
402170.063;94812.398;995.269;0.24
402155.5;94690.023;999.555;0.15
402155.938;94690.023;998.664;0.25
402156.438;94690.023;997.774;0.23
402156.875;94690.023;996.884;0.58
402157.375;94690.023;995.994;0.54
402157.813;94690.023;995.105;0.43
402040.094;94097.852;999.567;0.68
402040.594;94097.852;998.703;1.2
402041.094;94097.852;997.839;0.6
402041.594;94097.852;996.976;0.8
402041.969;94097.852;996.329;0.75
402118.625;94819.969;998.641;0.14
402119.063;94819.969;997.736;0.27
402119.563;94819.969;996.696;0.3
402100.688;95750.406;996.053;0.42
402101.063;95750.406;995.114;0.36
402101.375;95750.406;994.174;0.52
402101.75;95750.406;993.234;0.46
402238.125;95340.508;999.453;0.43
402238.594;95340.508;998.622;0.22
402238.969;95340.508;997.945;0.26
402239.5;95340.508;997.026;0.34
402159.5;95747.094;995.991;1.47
402160;95747.094;995.1;1.02
402160.438;95747.094;994.209;0.89
402160.938;95747.094;993.318;0.78
402161.375;95747.094;992.427;0.37
402161.875;95747.094;991.536;0.2
402162.313;95747.094;990.645;0.4
402162.813;95747.094;989.754;0.26
402163.25;95747.094;988.863;0.2
402163.75;95747.078;987.972;0.63
402157.406;95747.078;997.5;1.06
402157.406;95747.078;996.5;0.26
402157.406;95747.078;995.5;0.27
402157.406;95747.078;994.6;0.25
402157.406;95747.078;993.8;0.3
402157.406;95747.078;992.9;0.19
402157.406;95747.078;991.9;0.18
402157.406;95747.078;990.9;0.08
402157.406;95747.078;990.15;0.06
402157.406;95747.078;989.225;0.06
402157.406;95747.078;988.05;0.05
402157.406;95747.078;987.05;0.02
402178.5;96873.391;998.935;0.38
402178.813;96873.391;998.255;1.71
402179.188;96873.391;997.462;0.74
402179.625;96873.391;996.511;0.12
402180.188;96873.391;995.333;0.62
401934.063;93887.297;999.551;0.39
401934.5;93887.297;998.652;0.24
401934.938;93887.297;997.753;0.35
401935.375;93887.297;996.854;0.27
401935.781;93887.297;996.023;0.44
401936.125;93887.297;995.281;0.29
401936.469;93887.297;994.562;0.45
401936.875;93887.297;993.753;0.44
401937.313;93887.297;992.854;0.5
401937.75;93887.297;991.956;0.3
401938.188;93887.297;991.057;0.72
402014.156;93517.898;996.969;0.35
402014.656;93517.898;996.103;0.39
402015.156;93517.898;995.237;0.47
402015.656;93517.898;994.371;0.56
402016.156;93517.898;993.505;0.47
402016.656;93517.898;992.639;0.69
402017.156;93517.898;991.773;0.83
402017.656;93517.898;990.907;0.72
402018.156;93517.898;990.041;4.24
402009.375;93605.82;999.53;0.47
402009.688;93605.82;998.59;1.78
402010.063;93605.82;997.651;1.71
402010.375;93605.82;996.805;0.81
402010.625;93605.82;996.053;1.11
402010.938;93605.82;995.278;0.33
402295.813;93587.289;999.59;0.25
402296.375;93587.289;998.771;0.28
402296.938;93587.289;997.952;0.72
402297.531;93587.289;997.092;0.71
402298.125;93587.289;996.232;0.29
402316.344;93588.023;997.133;0.4
402316.906;93588.023;996.314;0.44
402317.469;93588.023;995.495;0.27
402318.031;93588.023;994.676;0.34
402094.5;94037.828;994.975;0.06
402094.875;94037.828;994.062;0.41
402095.313;94037.828;993.148;0.34
402095.688;94037.828;992.235;0.47
402096.063;94037.828;991.412;0.15
402219.375;94283.289;997.18;0.25
402234.031;94321.391;996.97;0.26
402234.531;94321.391;996.105;0.16
402235.031;94321.391;995.241;0.32
402235.531;94321.391;994.398;0.27
402327.5;94910.5;999.475;0.37
402327.031;94910.5;998.424;0.26
402326.531;94910.5;997.351;0.22
402326.094;94910.5;996.348;0.29
402325.688;94910.5;995.436;0.27
402222.063;94877.438;998.728;0.22
402222.594;94877.438;997.88;0.2
402311.844;94790.828;998.609;0.35
402311.469;94790.828;997.683;0.3
402311.125;94790.828;996.802;0.36
402176.969;94880.07;997.579;0.2
402177.438;94880.07;996.574;0.51
402176.406;94838.93;997.716;0.08
402176.813;94838.93;996.803;0.06
402177.219;94838.93;995.889;0.58
402177.625;94838.93;994.976;0.38
402178.031;94838.93;994.016;0.33
402244.063;95398.109;988.968;0.29
402215.375;94515.188;988.08;0.25
402215.813;94515.188;987.219;0.33
402171.844;94720.18;997.575;0.33
402172.375;94720.18;996.622;0.52
402172.938;94720.18;995.67;0.41
402210.688;94156.547;999.567;0.34
402211.188;94156.547;998.701;0.27
402211.688;94156.547;997.835;1.14
402212.188;94156.547;996.969;1.23
402212.625;94156.547;996.19;1.09
402213.063;94156.547;995.475;1.12
402241.625;95877.383;997.67;0.35
402241.938;95877.383;996.719;0.31
402242.25;95877.383;995.744;0.27
402242.563;95877.383;994.841;0.31
402242.875;95877.383;993.866;0.36
402243.188;95877.383;992.867;0.33
402243.531;95877.383;991.868;0.37
402243.844;95877.383;990.87;0.71
402244.156;95877.383;989.871;1.25
402244.5;95877.383;988.825;1.21
402244.844;95877.383;987.779;0.72
402245.188;95877.383;986.757;0.82
402287.219;95915.156;998.481;0.21
402286.813;95915.156;997.469;0.44
402286.375;95915.156;996.479;0.62
402285.969;95915.156;995.536;0.34
402343.844;94989.789;999.7;0.46
402343.438;94989.789;998.993;0.31
402342.938;94989.789;998.157;0.58
402342.375;94989.789;997.257;0.77
402341.906;94989.789;996.443;0.85
402341.469;94989.789;995.757;0.29
402288.156;96957.852;999.494;0.29
402287.75;96957.852;998.527;0.54
402287.344;96957.852;997.561;3.95
402286.969;96957.852;996.686;3.95
402286.656;96957.852;995.95;2.85
402143;93459.117;998.484;0.41
402143.531;93459.117;997.575;0.23
402144.031;93459.117;996.709;0.22
402144.531;93459.117;995.843;0.91
402145.031;93459.117;994.977;0.33
402145.5;93459.117;994.133;0.32
402146.031;93459.117;993.245;0.63
402146.594;93459.117;992.271;0.45
402147.125;93459.117;991.34;0.32
402147.625;93459.117;990.452;0.33
402148.125;93459.117;989.586;0.49
402149.594;93459.117;987.053;0.26
402150.094;93459.117;986.187;0.35
402102.5;93461.789;998.842;0.26
402102.938;93461.789;997.951;0.27
402103.406;93461.789;997.06;0.39
402103.844;93461.789;996.169;0.43
402104.313;93461.789;995.278;0.41
402104.781;93461.789;994.387;0.66
402105.188;93461.789;993.585;1.03
402105.563;93461.789;992.85;1.01
402030.281;93491.602;999.5;0.32
402030.281;93491.602;998.5;0.17
402030.281;93491.602;997.5;0.27
402030.281;93491.602;996.5;0.45
402030.281;93491.602;995.5;0.56
402030.281;93491.602;994.5;0.51
402030.281;93491.602;993.45;0.42
402030.281;93491.602;992.4;0.24
402030.281;93491.602;991.4;0.57
402030.281;93491.602;990.375;0.48
402030.281;93491.602;989.35;0.7
402010.625;93518.523;997.4;0.37
402010.625;93518.523;996.3;0.44
402010.625;93518.523;995.3;0.51
402010.625;93518.523;994.25;0.49
402010.625;93518.523;993.2;1.06
402010.625;93518.523;992.2;1.2
402010.625;93518.523;991.125;1.1
401968.563;93569.617;997.682;0.49
401968.938;93569.617;996.755;0.36
401969.344;93569.617;995.781;0.52
401969.75;93569.617;994.738;0.36
402327.75;93635.977;994.804;0.29
402327.25;93635.977;993.938;0.79
402326.75;93635.977;993.072;0.37
402326.25;93635.977;992.206;0.36
402325.688;93635.977;991.253;0.28
401935.469;93619.281;996.622;1.76
401935.969;93619.281;995.756;0.52
401936.469;93619.281;994.89;0.33
401937.031;93619.281;993.959;0.83
401937.563;93619.281;993.029;0.96
401938.063;93619.281;992.162;0.63
401938.563;93619.281;991.296;1.18
401939.094;93619.281;990.344;1.23
401972.5;93616.344;999.567;0.42
401973;93616.344;998.701;0.26
401973.438;93616.344;997.922;0.47
401973.844;93616.344;997.229;0.27
402285.156;93695.82;999.502;0.27
402284.688;93695.82;998.55;0.72
402284.281;93695.82;997.644;0.63
402283.844;93695.82;996.737;0.58
402283.438;93695.82;995.831;0.35
402283;93695.82;994.925;0.68
402282.594;93695.82;994.064;0.62
402282.219;93695.82;993.225;0.46
402281.781;93695.82;992.319;0.29
402281.344;93695.82;991.322;0.22
402280.844;93695.82;990.257;0.46
402044.406;93656.023;999.547;0.52
402044.813;93656.023;998.641;0.52
402045.25;93656.023;997.734;1.35
402045.625;93656.023;996.919;1.01
402046;93656.023;996.103;1.21
402046.406;93656.023;995.219;0.66
402309.813;93802;999.536;0.24
402310.188;93802;998.609;0.5
402310.563;93802;997.682;0.69
402310.938;93802;996.755;0.41
402311.313;93802;995.851;0.39
402315.219;94995.5;997.001;0.36
402314.719;94995.5;996.145;0.53
402314.219;94995.5;995.353;0.63
402165.719;93808.82;999.624;0.94
402166;93808.82;998.872;0.75
402166.281;93808.82;998.121;0.41
402166.563;93808.82;997.37;0.29
402198.406;93805.742;999.59;0.29
402199;93805.742;998.771;0.34
402199.563;93805.742;997.952;0.55
402200.125;93805.742;997.133;1.13
402200.719;93805.742;996.314;0.49
402201.25;93805.742;995.515;0.27
402285.875;93830.367;999.524;0.38
402286.406;93830.367;998.614;1.51
402286.906;93830.367;997.748;1.4
402287.406;93830.367;996.882;1.06
402287.906;93830.367;996.016;0.38
402288.375;93830.367;995.194;0.78
402288.875;93830.367;994.328;0.89
402250.406;93862.094;999.567;0.37
402250.906;93862.094;998.701;0.83
402251.406;93862.094;997.835;2.6
402251.906;93862.094;996.969;3.19
402252.438;93862.094;996.06;3.58
402252.969;93862.094;995.15;0.52
402253.469;93862.094;994.284;0.44
402253.969;93862.094;993.418;1.56
402254.5;93862.094;992.466;1.74
402255.094;93862.094;991.47;0.32
402255.594;93862.094;990.56;0.34
402205.656;93868.906;999.581;0.57
402206.188;93868.906;998.742;0.39
402206.75;93868.906;997.904;0.3
402207.25;93868.906;997.108;0.56
402207.719;93868.906;996.395;0.7
402208.219;93868.906;995.641;1.71
402208.75;93868.906;994.804;1.04
402251.625;93900.75;999.486;0.32
402252.25;93900.75;998.457;0.96
402252.844;93900.75;997.471;0.7
402318.656;93896.008;999.563;0.34
402318.219;93896.008;998.776;0.56
402317.813;93896.008;998.054;0.39
402167.656;94689.992;999.567;0.3
402168.156;94689.992;998.701;0.31
402168.656;94689.992;997.835;0.62
402169.156;94689.992;996.968;1.19
402169.656;94689.992;996.102;1.12
402170.156;94689.992;995.235;0.57
402170.656;94689.992;994.368;0.35
402171.094;94689.992;993.588;0.3
402157.438;93867.102;999.567;0.34
402157.938;93867.102;998.701;0.22
402158.438;93867.102;997.835;0.46
402158.938;93867.102;996.969;0.58
402159.438;93867.102;996.103;1.38
402159.938;93867.102;995.237;1.77
402160.406;93867.102;994.436;2.08
402160.813;93867.102;993.7;3.32
402161.281;93867.102;992.899;7.42
402161.75;93867.102;992.119;14.32
402162.156;93867.102;991.383;20.05
402202.969;93903.711;999.657;1.27
402203.375;93903.711;998.971;0.62
402203.844;93903.711;998.2;1.9
402204.344;93903.711;997.343;0.93
402204.875;93903.711;996.487;0.74
402205.375;93903.711;995.63;0.56
402205.875;93903.711;994.816;0.8
402206.406;93903.711;993.939;0.31
402206.969;93903.711;993.018;0.53
402207.469;93903.711;992.184;0.83
402132.188;94066.18;999.53;0.96
402132.531;94066.18;998.59;0.84
402132.875;94066.18;997.651;0.52
402133.219;94066.18;996.711;0.72
402133.563;94066.18;995.771;0.48
402133.875;94066.18;994.926;0.26
402134.156;94066.18;994.15;0.34
402162.313;94718.547;993.508;0.3
402162.781;94718.547;992.729;0.36
402163.219;94718.547;991.951;0.37
402211.969;93939.719;999.567;1.27
402212.469;93939.719;998.701;1.12
402212.969;93939.719;997.836;2
402213.469;93939.719;996.97;1.22
402213.969;93939.719;996.105;1.45
402214.469;93939.719;995.24;0.7
402214.969;93939.719;994.375;0.61
402215.438;93939.719;993.597;0.82
402215.813;93939.719;992.927;0.22
402185.438;94716.906;997.835;0.25
402185.938;94716.906;996.969;0.41
402186.438;94716.906;996.103;0.41
402186.938;94716.906;995.237;0.41
402187.438;94716.906;994.371;0.33
402187.875;94716.906;993.591;0.31
402188.281;94716.906;992.899;0.67
402215.094;93975.461;999.524;0.53
402215.625;93975.461;998.571;1.25
402216.188;93975.461;997.618;0.59
402232.625;94089.172;999.567;0.26
402232.188;94089.172;998.788;0.37
402231.781;94089.172;998.095;0.35
402259.625;93963.406;999.567;0.56
402260.125;93963.406;998.701;0.31
402260.625;93963.406;997.836;0.83
402261.125;93963.406;996.97;0.38
402264.406;95939.023;999.59;0.39
402265;95939.023;998.771;0.5
402265.563;95939.023;997.952;0.43
402266.125;95939.023;997.133;0.67
402266.719;95939.023;996.314;0.88
402267.281;95939.023;995.495;1.19
402267.844;95939.023;994.676;1.88
402268.438;95939.023;993.856;3.58
402269;95939.023;993.037;3.9
402269.563;95939.023;992.218;3.84
402270.156;95939.023;991.399;1.45
402270.656;95939.023;990.662;0.32
402310.219;96009.422;999.48;0.71
402310.75;96009.422;998.528;1.12
402311.25;96009.422;997.662;0.97
402311.75;96009.422;996.796;1.25
402312.25;96009.422;995.93;0.36
402312.75;96009.422;995.064;0.46
402313.25;96009.422;994.198;0.26
402313.719;96009.422;993.418;0.31
402228.844;95944.352;999.59;0.38
402229.438;95944.352;998.771;0.85
402230;95944.352;997.952;1.04
402230.563;95944.352;997.133;1.25
402231.156;95944.352;996.314;0.39
402206.625;94090.641;999.567;0.31
402206.094;94090.641;998.636;0.39
402209.313;95856.43;998.441;0.26
402209.844;95856.43;997.489;0.33
402210.344;95856.43;996.622;0.75
402210.844;95856.43;995.756;0.67
402211.344;95856.43;994.89;0.8
402211.844;95856.43;994.024;0.78
402212.344;95856.43;993.158;0.71
402212.844;95856.43;992.292;0.71
402213.344;95856.43;991.426;0.62
402213.844;95856.43;990.56;0.59
402214.344;95856.43;989.694;0.53
402214.875;95856.43;988.807;0.32
402239.969;95898.617;998.528;0.25
402240.469;95898.617;997.662;0.3
402240.969;95898.617;996.796;0.3
402241.469;95898.617;995.93;0.34
402241.969;95898.617;995.064;0.4
402242.469;95898.617;994.198;0.46
402242.969;95898.617;993.332;0.54
402243.469;95898.617;992.466;0.92
402243.969;95898.617;991.6;0.67
402244.469;95898.617;990.734;0.67
402244.938;95898.617;989.932;0.59
402229.313;96015.063;999.524;1.43
402229.844;96015.063;998.614;0.8
402230.344;96015.063;997.748;1.45
402230.813;96015.063;996.926;0.54
402231.281;96015.063;996.103;1.14
402231.781;96015.063;995.237;1.71
402232.281;96015.063;994.371;1.43
402232.781;96015.063;993.505;1.61
402233.281;96015.063;992.639;8.07
402233.781;96015.063;991.773;3.38
402234.281;96015.063;990.907;0.82
402234.781;96015.063;990.041;0.67
402235.219;96015.063;989.261;0.5
402235.719;96015.063;988.395;0.67
402315.031;96036.023;999.48;0.66
402315.563;96036.023;998.528;1.56
402316.063;96036.023;997.661;1.87
402316.563;96036.023;996.795;1.58
402317.063;96036.023;995.928;1.87
402317.563;96036.023;995.062;1.43
402318.063;96036.023;994.195;1
402318.563;96036.023;993.328;0.39
402319.063;96036.023;992.461;0.53
402319.625;96036.023;991.508;0.26
402232.125;95979.32;999.524;0.97
402232.656;95979.32;998.614;0.83
402233.156;95979.32;997.748;1.17
402233.656;95979.32;996.882;0.61
402234.156;95979.32;996.016;0.57
402234.656;95979.32;995.15;0.48
402235.156;95979.32;994.284;0.22
402235.656;95979.32;993.418;0.16
402236.094;95979.32;992.617;0.26
402221.875;95899.828;999.524;0.27
402222.406;95899.828;998.614;0.33
402222.906;95899.828;997.748;0.37
402223.406;95899.828;996.882;0.88
402223.906;95899.828;996.016;0.91
402224.406;95899.828;995.15;1.25
402224.906;95899.828;994.284;1.61
402225.406;95899.828;993.418;0.69
402225.906;95899.828;992.552;0.58
402226.406;95899.828;991.686;0.58
402226.906;95899.828;990.82;0.88
402227.406;95899.828;989.954;0.71
402227.906;95899.828;989.088;0.34
402228.375;95899.828;988.244;0.31
402236.313;95855.148;999.519;0.2
402236.813;95855.148;998.601;0.22
402237.281;95855.148;997.726;0.2
402237.781;95855.148;996.851;0.21
402238.25;95855.148;995.977;0.23
402238.75;95855.148;995.102;0.32
402239.219;95855.148;994.228;0.26
402239.719;95855.148;993.353;0.32
